ID,地區,年月,複數原告,複數被告,賠償金額,總賠償金額,PDF
"CCEV,110,潮原簡,46,20220425,1",屏東,2022年04月,是,否,"[35090, 30895, 62747, 217150]",345882,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/110%2c%e6%bd%ae%e5%8e%9f%e7%b0%a1%2c46%2c20220425%2c1.pdf
"CCEV,110,潮原簡,47,20221205,1",屏東,2022年12月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/110%2c%e6%bd%ae%e5%8e%9f%e7%b0%a1%2c47%2c20221205%2c1.pdf
"CCEV,110,潮原簡,50,20220406,1",屏東,2022年04月,是,否,"[503708, 356518]",860226,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/110%2c%e6%bd%ae%e5%8e%9f%e7%b0%a1%2c50%2c20220406%2c1.pdf
"CCEV,110,潮簡,114,20220321,1",屏東,2022年03月,否,否,[293048],293048,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/110%2c%e6%bd%ae%e7%b0%a1%2c114%2c20220321%2c1.pdf
"CCEV,110,潮簡,115,20220110,1",屏東,2022年01月,否,否,[494814],494814,
"CCEV,110,潮簡,264,20220121,1",屏東,2022年01月,否,否,[95922],95922,
"CCEV,110,潮簡,297,20220217,1",屏東,2022年02月,否,否,[167252],167252,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/110%2c%e6%bd%ae%e7%b0%a1%2c297%2c20220217%2c1.pdf
"CCEV,110,潮簡,372,20230522,1",屏東,2023年05月,否,否,[107840],107840,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/110%2c%e6%bd%ae%e7%b0%a1%2c372%2c20230522%2c1.pdf
"CCEV,110,潮簡,444,20220117,1",屏東,2022年01月,否,否,[121610],121610,
"CCEV,110,潮簡,596,20220315,1",屏東,2022年03月,是,否,"[2101296, 1210000, 1136258]",4447554,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/110%2c%e6%bd%ae%e7%b0%a1%2c596%2c20220315%2c1.pdf
"CCEV,110,潮簡,678,20220331,1",屏東,2022年03月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/110%2c%e6%bd%ae%e7%b0%a1%2c678%2c20220331%2c1.pdf
"CCEV,111,潮原小,16,20221017,1",屏東,2022年10月,否,否,[8074],8074,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e5%b0%8f%2c16%2c20221017%2c1.pdf
"CCEV,111,潮原小,17,20230220,1",屏東,2023年02月,否,否,[34463],34463,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e5%b0%8f%2c17%2c20230220%2c1.pdf
"CCEV,111,潮原小,2,20220509,1",屏東,2022年05月,否,否,[31680],31680,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e5%b0%8f%2c2%2c20220509%2c1.pdf
"CCEV,111,潮原小,23,20230109,1",屏東,2023年01月,否,否,[47570],47570,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e5%b0%8f%2c23%2c20230109%2c1.pdf
"CCEV,111,潮原小,24,20230116,1",屏東,2023年01月,否,否,[37026],37026,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e5%b0%8f%2c24%2c20230116%2c1.pdf
"CCEV,111,潮原小,27,20230220,1",屏東,2023年02月,否,否,[48779],48779,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e5%b0%8f%2c27%2c20230220%2c1.pdf
"CCEV,111,潮原小,9,20220829,1",屏東,2022年08月,否,否,[19814],19814,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e5%b0%8f%2c9%2c20220829%2c1.pdf
"CCEV,111,潮原簡,29,20221017,1",屏東,2022年10月,否,否,[512237],512237,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e7%b0%a1%2c29%2c20221017%2c1.pdf
"CCEV,111,潮原簡,36,20221121,1",屏東,2022年11月,否,是,[4557350],4557350,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e7%b0%a1%2c36%2c20221121%2c1.pdf
"CCEV,111,潮原簡,39,20230220,1",屏東,2023年02月,否,否,[100728],100728,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e7%b0%a1%2c39%2c20230220%2c1.pdf
"CCEV,111,潮原簡,41,20230116,1",屏東,2023年01月,否,否,[1105594],1105594,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e7%b0%a1%2c41%2c20230116%2c1.pdf
"CCEV,111,潮原簡,42,20230109,1",屏東,2023年01月,否,否,[161200],161200,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e7%b0%a1%2c42%2c20230109%2c1.pdf
"CCEV,111,潮原簡,50,20230529,1",屏東,2023年05月,否,否,[151801],151801,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%8e%9f%e7%b0%a1%2c50%2c20230529%2c1.pdf
"CCEV,111,潮小,133,20220418,1",屏東,2022年04月,否,否,[22880],22880,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c133%2c20220418%2c1.pdf
"CCEV,111,潮小,134,20220425,1",屏東,2022年04月,否,否,[41616],41616,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c134%2c20220425%2c1.pdf
"CCEV,111,潮小,135,20220428,1",屏東,2022年04月,否,否,[41303],41303,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c135%2c20220428%2c1.pdf
"CCEV,111,潮小,156,20220518,1",屏東,2022年05月,否,否,[23080],23080,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c156%2c20220518%2c1.pdf
"CCEV,111,潮小,158,20220502,1",屏東,2022年05月,否,否,[12823],12823,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c158%2c20220502%2c1.pdf
"CCEV,111,潮小,161,20220428,1",屏東,2022年04月,否,否,[5000],5000,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c161%2c20220428%2c1.pdf
"CCEV,111,潮小,173,20220509,1",屏東,2022年05月,否,否,[42164],42164,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c173%2c20220509%2c1.pdf
"CCEV,111,潮小,177,20220531,1",屏東,2022年05月,否,否,[5967],5967,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c177%2c20220531%2c1.pdf
"CCEV,111,潮小,185,20220623,1",屏東,2022年06月,否,否,[25632],25632,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c185%2c20220623%2c1.pdf
"CCEV,111,潮小,207,20220523,1",屏東,2022年05月,否,否,[49177],49177,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c207%2c20220523%2c1.pdf
"CCEV,111,潮小,222,20221003,1",屏東,2022年10月,否,否,[51068],51068,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c222%2c20221003%2c1.pdf
"CCEV,111,潮小,237,20220606,1",屏東,2022年06月,否,否,[19636],19636,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c237%2c20220606%2c1.pdf
"CCEV,111,潮小,244,20220616,1",屏東,2022年06月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c244%2c20220616%2c1.pdf
"CCEV,111,潮小,246,20220616,1",屏東,2022年06月,否,否,[48248],48248,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c246%2c20220616%2c1.pdf
"CCEV,111,潮小,294,20220829,1",屏東,2022年08月,否,否,[19888],19888,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c294%2c20220829%2c1.pdf
"CCEV,111,潮小,308,20220704,1",屏東,2022年07月,否,否,[48700],48700,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c308%2c20220704%2c1.pdf
"CCEV,111,潮小,319,20221024,1",屏東,2022年10月,否,否,[54901],54901,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c319%2c20221024%2c1.pdf
"CCEV,111,潮小,320,20220711,1",屏東,2022年07月,否,否,[9153],9153,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c320%2c20220711%2c1.pdf
"CCEV,111,潮小,370,20220815,1",屏東,2022年08月,否,否,[75061],75061,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c370%2c20220815%2c1.pdf
"CCEV,111,潮小,373,20220818,1",屏東,2022年08月,否,否,[33244],33244,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c373%2c20220818%2c1.pdf
"CCEV,111,潮小,375,20220818,1",屏東,2022年08月,否,否,[6150],6150,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c375%2c20220818%2c1.pdf
"CCEV,111,潮小,381,20221017,1",屏東,2022年10月,否,否,[44381],44381,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c381%2c20221017%2c1.pdf
"CCEV,111,潮小,383,20220818,1",屏東,2022年08月,否,否,[34450],34450,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c383%2c20220818%2c1.pdf
"CCEV,111,潮小,386,20220825,1",屏東,2022年08月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c386%2c20220825%2c1.pdf
"CCEV,111,潮小,420,20220929,2",屏東,2022年09月,否,否,[13222],13222,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c420%2c20220929%2c2.pdf
"CCEV,111,潮小,439,20220912,1",屏東,2022年09月,否,否,[19028],19028,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c439%2c20220912%2c1.pdf
"CCEV,111,潮小,441,20221017,1",屏東,2022年10月,否,否,[60183],60183,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c441%2c20221017%2c1.pdf
"CCEV,111,潮小,443,20220905,1",屏東,2022年09月,否,否,[22985],22985,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c443%2c20220905%2c1.pdf
"CCEV,111,潮小,447,20220912,1",屏東,2022年09月,否,否,[50000],50000,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c447%2c20220912%2c1.pdf
"CCEV,111,潮小,449,20220831,1",屏東,2022年08月,否,否,[30288],30288,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c449%2c20220831%2c1.pdf
"CCEV,111,潮小,506,20221003,1",屏東,2022年10月,否,否,[25640],25640,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c506%2c20221003%2c1.pdf
"CCEV,111,潮小,507,20221011,1",屏東,2022年10月,否,否,[42042],42042,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c507%2c20221011%2c1.pdf
"CCEV,111,潮小,509,20221013,1",屏東,2022年10月,否,否,[92925],92925,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c509%2c20221013%2c1.pdf
"CCEV,111,潮小,542,20230109,1",屏東,2023年01月,否,是,[89250],89250,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c542%2c20230109%2c1.pdf
"CCEV,111,潮小,543,20221017,1",屏東,2022年10月,否,否,[14774],14774,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c543%2c20221017%2c1.pdf
"CCEV,111,潮小,557,20221205,1",屏東,2022年12月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c557%2c20221205%2c1.pdf
"CCEV,111,潮小,565,20221230,1",屏東,2022年12月,否,否,[11032],11032,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c565%2c20221230%2c1.pdf
"CCEV,111,潮小,569,20230131,1",屏東,2023年01月,否,否,[23330],23330,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c569%2c20230131%2c1.pdf
"CCEV,111,潮小,586,20221222,1",屏東,2022年12月,否,否,[14484],14484,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c586%2c20221222%2c1.pdf
"CCEV,111,潮小,599,20221107,1",屏東,2022年11月,否,否,[55988],55988,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c599%2c20221107%2c1.pdf
"CCEV,111,潮小,600,20221107,1",屏東,2022年11月,否,否,[32643],32643,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c600%2c20221107%2c1.pdf
"CCEV,111,潮小,607,20221117,1",屏東,2022年11月,否,否,[25099],25099,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c607%2c20221117%2c1.pdf
"CCEV,111,潮小,627,20221130,1",屏東,2022年11月,否,否,[17801],17801,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c627%2c20221130%2c1.pdf
"CCEV,111,潮小,640,20221130,1",屏東,2022年11月,否,是,[63601],63601,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c640%2c20221130%2c1.pdf
"CCEV,111,潮小,703,20230116,1",屏東,2023年01月,否,否,[81686],81686,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c703%2c20230116%2c1.pdf
"CCEV,111,潮小,730,20230131,1",屏東,2023年01月,否,否,[55700],55700,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c730%2c20230131%2c1.pdf
"CCEV,111,潮小,747,20230117,2",屏東,2023年01月,否,否,[10000],10000,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c747%2c20230117%2c2.pdf
"CCEV,111,潮小,785,20230117,1",屏東,2023年01月,否,否,[7818],7818,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c785%2c20230117%2c1.pdf
"CCEV,111,潮小,799,20230223,1",屏東,2023年02月,否,否,[8722],8722,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c799%2c20230223%2c1.pdf
"CCEV,111,潮小,817,20230330,1",屏東,2023年03月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c817%2c20230330%2c1.pdf
"CCEV,111,潮小,93,20220418,1",屏東,2022年04月,否,否,[33555],33555,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c93%2c20220418%2c1.pdf
"CCEV,111,潮小,94,20220516,1",屏東,2022年05月,否,否,[19574],19574,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e5%b0%8f%2c94%2c20220516%2c1.pdf
"CCEV,111,潮簡,1009,20230223,1",屏東,2023年02月,否,否,[74512],74512,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c1009%2c20230223%2c1.pdf
"CCEV,111,潮簡,1010,20230131,1",屏東,2023年01月,否,否,[101980],101980,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c1010%2c20230131%2c1.pdf
"CCEV,111,潮簡,1011,20230207,1",屏東,2023年02月,是,否,"[0, 114425]",114425,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c1011%2c20230207%2c1.pdf
"CCEV,111,潮簡,102,20220429,1",屏東,2022年04月,否,否,[129117],129117,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c102%2c20220429%2c1.pdf
"CCEV,111,潮簡,1043,20230213,1",屏東,2023年02月,否,否,[101071],101071,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c1043%2c20230213%2c1.pdf
"CCEV,111,潮簡,1056,20230216,1",屏東,2023年02月,否,否,[13391],13391,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c1056%2c20230216%2c1.pdf
"CCEV,111,潮簡,1057,20230221,1",屏東,2023年02月,否,否,[53980],53980,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c1057%2c20230221%2c1.pdf
"CCEV,111,潮簡,1066,20230310,1",屏東,2023年03月,否,否,[37550],37550,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c1066%2c20230310%2c1.pdf
"CCEV,111,潮簡,1067,20230605,1",屏東,2023年06月,否,否,[141179],141179,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c1067%2c20230605%2c1.pdf
"CCEV,111,潮簡,1073,20230221,1",屏東,2023年02月,否,否,[4078],4078,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c1073%2c20230221%2c1.pdf
"CCEV,111,潮簡,111,20230629,1",屏東,2023年06月,否,否,[388247],388247,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c111%2c20230629%2c1.pdf
"CCEV,111,潮簡,116,20220506,1",屏東,2022年05月,否,是,[1069974],1069974,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c116%2c20220506%2c1.pdf
"CCEV,111,潮簡,121,20220502,1",屏東,2022年05月,否,是,[116700],116700,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c121%2c20220502%2c1.pdf
"CCEV,111,潮簡,127,20220414,1",屏東,2022年04月,否,是,[630112],630112,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c127%2c20220414%2c1.pdf
"CCEV,111,潮簡,130,20220407,1",屏東,2022年04月,否,否,[13902],13902,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c130%2c20220407%2c1.pdf
"CCEV,111,潮簡,131,20220524,1",屏東,2022年05月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c131%2c20220524%2c1.pdf
"CCEV,111,潮簡,132,20220311,1",屏東,2022年03月,否,否,[9132],9132,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c132%2c20220311%2c1.pdf
"CCEV,111,潮簡,152,20220428,1",屏東,2022年04月,否,否,[75585],75585,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c152%2c20220428%2c1.pdf
"CCEV,111,潮簡,153,20220414,1",屏東,2022年04月,否,否,[15372],15372,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c153%2c20220414%2c1.pdf
"CCEV,111,潮簡,166,20220421,1",屏東,2022年04月,否,否,[160744],160744,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c166%2c20220421%2c1.pdf
"CCEV,111,潮簡,170,20221202,1",屏東,2022年12月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c170%2c20221202%2c1.pdf
"CCEV,111,潮簡,180,20220520,1",屏東,2022年05月,是,是,"[150000, 150000, 250000]",550000,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c180%2c20220520%2c1.pdf
"CCEV,111,潮簡,202,20220531,1",屏東,2022年05月,否,否,[20391],20391,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c202%2c20220531%2c1.pdf
"CCEV,111,潮簡,203,20220429,1",屏東,2022年04月,否,否,[5657],5657,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c203%2c20220429%2c1.pdf
"CCEV,111,潮簡,211,20220428,1",屏東,2022年04月,是,否,"[223030, 223030]",446060,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c211%2c20220428%2c1.pdf
"CCEV,111,潮簡,221,20230202,1",屏東,2023年02月,否,否,[99525],99525,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c221%2c20230202%2c1.pdf
"CCEV,111,潮簡,224,20220610,1",屏東,2022年06月,否,否,[80000],80000,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c224%2c20220610%2c1.pdf
"CCEV,111,潮簡,232,20220617,1",屏東,2022年06月,否,否,[330896],330896,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c232%2c20220617%2c1.pdf
"CCEV,111,潮簡,238,20220519,1",屏東,2022年05月,是,否,"[708503, 382138, 530195, 778403]",2399239,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c238%2c20220519%2c1.pdf
"CCEV,111,潮簡,259,20220727,1",屏東,2022年07月,是,是,"[3067659, 360000, 225000, 225000]",3877659,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c259%2c20220727%2c1.pdf
"CCEV,111,潮簡,266,20220705,1",屏東,2022年07月,否,否,[389433],389433,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c266%2c20220705%2c1.pdf
"CCEV,111,潮簡,278,20220825,1",屏東,2022年08月,是,否,"[143333, 87422]",230755,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c278%2c20220825%2c1.pdf
"CCEV,111,潮簡,280,20220707,1",屏東,2022年07月,否,否,[59027],59027,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c280%2c20220707%2c1.pdf
"CCEV,111,潮簡,283,20220714,1",屏東,2022年07月,否,否,[10913],10913,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c283%2c20220714%2c1.pdf
"CCEV,111,潮簡,285,20220531,1",屏東,2022年05月,否,否,[58839],58839,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c285%2c20220531%2c1.pdf
"CCEV,111,潮簡,287,20230327,1",屏東,2023年03月,否,否,[1636108],1636108,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c287%2c20230327%2c1.pdf
"CCEV,111,潮簡,297,20220530,1",屏東,2022年05月,否,否,[102724],102724,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c297%2c20220530%2c1.pdf
"CCEV,111,潮簡,300,20220721,1",屏東,2022年07月,否,否,[8775],8775,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c300%2c20220721%2c1.pdf
"CCEV,111,潮簡,309,20220714,1",屏東,2022年07月,否,否,[131460],131460,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c309%2c20220714%2c1.pdf
"CCEV,111,潮簡,325,20220804,1",屏東,2022年08月,否,否,[20000],20000,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c325%2c20220804%2c1.pdf
"CCEV,111,潮簡,326,20220714,1",屏東,2022年07月,否,否,[101319],101319,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c326%2c20220714%2c1.pdf
"CCEV,111,潮簡,329,20220831,1",屏東,2022年08月,否,否,[322225],322225,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c329%2c20220831%2c1.pdf
"CCEV,111,潮簡,333,20220826,1",屏東,2022年08月,否,否,[3200],3200,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c333%2c20220826%2c1.pdf
"CCEV,111,潮簡,341,20220915,1",屏東,2022年09月,否,是,[1058379],1058379,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c341%2c20220915%2c1.pdf
"CCEV,111,潮簡,342,20220623,1",屏東,2022年06月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c342%2c20220623%2c1.pdf
"CCEV,111,潮簡,349,20220722,1",屏東,2022年07月,否,否,[327410],327410,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c349%2c20220722%2c1.pdf
"CCEV,111,潮簡,354,20220630,1",屏東,2022年06月,否,否,[5050],5050,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c354%2c20220630%2c1.pdf
"CCEV,111,潮簡,356,20220518,1",屏東,2022年05月,否,否,[5619997],5619997,https://data.judicial.gov.tw/opendl/JDocFile/CCEV/111%2c%e6%bd%ae%e7%b0%a1%2c356%2c20220518%2c1.pdf
