ID,地區,年月,複數原告,複數被告,賠償金額,總賠償金額,PDF
"NHEV,111,湖小,915,20220707,1",台北,2022年07月,否,否,[50000],50000,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e5%b0%8f%2c915%2c20220707%2c1.pdf
"NHEV,111,湖小,916,20220826,1",台北,2022年08月,否,否,[24316],24316,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e5%b0%8f%2c916%2c20220826%2c1.pdf
"NHEV,111,湖小,923,20221226,2",台北,2022年12月,否,否,[16507],16507,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e5%b0%8f%2c923%2c20221226%2c2.pdf
"NHEV,111,湖小,927,20220706,1",台北,2022年07月,否,是,[35288],35288,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e5%b0%8f%2c927%2c20220706%2c1.pdf
"NHEV,111,湖小,941,20220725,1",台北,2022年07月,否,否,[38735],38735,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e5%b0%8f%2c941%2c20220725%2c1.pdf
"NHEV,111,湖小,949,20220830,1",台北,2022年08月,否,否,[66222],66222,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e5%b0%8f%2c949%2c20220830%2c1.pdf
"NHEV,111,湖簡,1005,20220825,1",台北,2022年08月,否,否,[191374],191374,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1005%2c20220825%2c1.pdf
"NHEV,111,湖簡,1006,20220825,1",台北,2022年08月,否,否,[265328],265328,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1006%2c20220825%2c1.pdf
"NHEV,111,湖簡,1045,20221014,1",台北,2022年10月,否,否,[134905],134905,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1045%2c20221014%2c1.pdf
"NHEV,111,湖簡,1047,20220826,1",台北,2022年08月,否,否,[62964],62964,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1047%2c20220826%2c1.pdf
"NHEV,111,湖簡,1054,20220921,1",台北,2022年09月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1054%2c20220921%2c1.pdf
"NHEV,111,湖簡,1064,20221107,1",台北,2022年11月,否,否,[348200],348200,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1064%2c20221107%2c1.pdf
"NHEV,111,湖簡,1116,20230113,2",台北,2023年01月,是,是,"[1860040, 1471010]",3331050,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1116%2c20230113%2c2.pdf
"NHEV,111,湖簡,1120,20230308,1",台北,2023年03月,否,否,[231701],231701,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1120%2c20230308%2c1.pdf
"NHEV,111,湖簡,1125,20220921,1",台北,2022年09月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1125%2c20220921%2c1.pdf
"NHEV,111,湖簡,1132,20230525,1",台北,2023年05月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1132%2c20230525%2c1.pdf
"NHEV,111,湖簡,1172,20221118,1",台北,2022年11月,否,否,[251375],251375,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1172%2c20221118%2c1.pdf
"NHEV,111,湖簡,1173,20221130,1",台北,2022年11月,否,是,[105980],105980,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1173%2c20221130%2c1.pdf
"NHEV,111,湖簡,1174,20221006,1",台北,2022年10月,否,否,[44930],44930,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1174%2c20221006%2c1.pdf
"NHEV,111,湖簡,1192,20230206,1",台北,2023年02月,否,否,[406334],406334,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1192%2c20230206%2c1.pdf
"NHEV,111,湖簡,1203,20230406,3",台北,2023年04月,否,否,[433530],433530,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1203%2c20230406%2c3.pdf
"NHEV,111,湖簡,1231,20230406,1",台北,2023年04月,是,是,"[298645, 298645]",597290,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1231%2c20230406%2c1.pdf
"NHEV,111,湖簡,1235,20230410,2",台北,2023年04月,否,否,[207229],207229,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1235%2c20230410%2c2.pdf
"NHEV,111,湖簡,1236,20230327,1",台北,2023年03月,否,否,[129702],129702,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1236%2c20230327%2c1.pdf
"NHEV,111,湖簡,1245,20221003,1",台北,2022年10月,否,否,[233537],233537,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1245%2c20221003%2c1.pdf
"NHEV,111,湖簡,1258,20221114,1",台北,2022年11月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1258%2c20221114%2c1.pdf
"NHEV,111,湖簡,1331,20221114,1",台北,2022年11月,否,否,[284485],284485,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1331%2c20221114%2c1.pdf
"NHEV,111,湖簡,1332,20230421,2",台北,2023年04月,否,是,[949974],949974,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1332%2c20230421%2c2.pdf
"NHEV,111,湖簡,1333,20230220,1",台北,2023年02月,否,否,[69000],69000,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1333%2c20230220%2c1.pdf
"NHEV,111,湖簡,1406,20230309,1",台北,2023年03月,否,否,[97183],97183,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1406%2c20230309%2c1.pdf
"NHEV,111,湖簡,1409,20230320,1",台北,2023年03月,否,否,[21525],21525,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1409%2c20230320%2c1.pdf
"NHEV,111,湖簡,1435,20230210,2",台北,2023年02月,否,否,[59389],59389,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1435%2c20230210%2c2.pdf
"NHEV,111,湖簡,1456,20230303,1",台北,2023年03月,否,否,[1074187],1074187,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1456%2c20230303%2c1.pdf
"NHEV,111,湖簡,1479,20221114,1",台北,2022年11月,否,否,[91624],91624,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1479%2c20221114%2c1.pdf
"NHEV,111,湖簡,1480,20221121,1",台北,2022年11月,否,否,[53832],53832,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1480%2c20221121%2c1.pdf
"NHEV,111,湖簡,1494,20230419,1",台北,2023年04月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1494%2c20230419%2c1.pdf
"NHEV,111,湖簡,1495,20221219,1",台北,2022年12月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1495%2c20221219%2c1.pdf
"NHEV,111,湖簡,1501,20221114,1",台北,2022年11月,否,否,[229898],229898,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1501%2c20221114%2c1.pdf
"NHEV,111,湖簡,1504,20221110,1",台北,2022年11月,否,否,[196284],196284,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1504%2c20221110%2c1.pdf
"NHEV,111,湖簡,1512,20221229,1",台北,2022年12月,否,否,[87547],87547,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1512%2c20221229%2c1.pdf
"NHEV,111,湖簡,1524,20230413,1",台北,2023年04月,否,否,[798108],798108,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1524%2c20230413%2c1.pdf
"NHEV,111,湖簡,1525,20230327,1",台北,2023年03月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1525%2c20230327%2c1.pdf
"NHEV,111,湖簡,1543,20230213,1",台北,2023年02月,否,否,[442536],442536,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1543%2c20230213%2c1.pdf
"NHEV,111,湖簡,1549,20230222,2",台北,2023年02月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1549%2c20230222%2c2.pdf
"NHEV,111,湖簡,1559,20230424,1",台北,2023年04月,否,是,[69525],69525,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1559%2c20230424%2c1.pdf
"NHEV,111,湖簡,1589,20221230,1",台北,2022年12月,否,否,[574017],574017,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1589%2c20221230%2c1.pdf
"NHEV,111,湖簡,1590,20230310,1",台北,2023年03月,否,否,[122276],122276,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1590%2c20230310%2c1.pdf
"NHEV,111,湖簡,1599,20221128,1",台北,2022年11月,否,否,[109979],109979,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1599%2c20221128%2c1.pdf
"NHEV,111,湖簡,1600,20221223,1",台北,2022年12月,否,否,[8340],8340,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1600%2c20221223%2c1.pdf
"NHEV,111,湖簡,1603,20221128,1",台北,2022年11月,否,否,[81925],81925,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1603%2c20221128%2c1.pdf
"NHEV,111,湖簡,1642,20221122,1",台北,2022年11月,否,否,[66754],66754,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1642%2c20221122%2c1.pdf
"NHEV,111,湖簡,1657,20221227,1",台北,2022年12月,否,否,[187896],187896,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1657%2c20221227%2c1.pdf
"NHEV,111,湖簡,1664,20230607,1",台北,2023年06月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1664%2c20230607%2c1.pdf
"NHEV,111,湖簡,1669,20230522,1",台北,2023年05月,否,否,[247752],247752,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1669%2c20230522%2c1.pdf
"NHEV,111,湖簡,1696,20230718,2",台北,2023年07月,否,否,[87003],87003,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1696%2c20230718%2c2.pdf
"NHEV,111,湖簡,1697,20230704,1",台北,2023年07月,否,是,[226873],226873,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1697%2c20230704%2c1.pdf
"NHEV,111,湖簡,1698,20230103,1",台北,2023年01月,否,是,[58823],58823,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1698%2c20230103%2c1.pdf
"NHEV,111,湖簡,1710,20230607,1",台北,2023年06月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1710%2c20230607%2c1.pdf
"NHEV,111,湖簡,1711,20221215,1",台北,2022年12月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1711%2c20221215%2c1.pdf
"NHEV,111,湖簡,1713,20230718,2",台北,2023年07月,否,否,[1003941],1003941,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1713%2c20230718%2c2.pdf
"NHEV,111,湖簡,1735,20230414,2",台北,2023年04月,否,是,[221492],221492,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1735%2c20230414%2c2.pdf
"NHEV,111,湖簡,1736,20230317,1",台北,2023年03月,否,否,[154266],154266,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1736%2c20230317%2c1.pdf
"NHEV,111,湖簡,1742,20221206,1",台北,2022年12月,否,否,[119596],119596,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1742%2c20221206%2c1.pdf
"NHEV,111,湖簡,1759,20230106,1",台北,2023年01月,否,是,[322560],322560,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1759%2c20230106%2c1.pdf
"NHEV,111,湖簡,1760,20230331,2",台北,2023年03月,否,是,[462851],462851,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1760%2c20230331%2c2.pdf
"NHEV,111,湖簡,1772,20230529,1",台北,2023年05月,否,否,[741456],741456,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1772%2c20230529%2c1.pdf
"NHEV,111,湖簡,1782,20230208,1",台北,2023年02月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1782%2c20230208%2c1.pdf
"NHEV,111,湖簡,1783,20230315,1",台北,2023年03月,否,否,[267013],267013,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1783%2c20230315%2c1.pdf
"NHEV,111,湖簡,1792,20221222,1",台北,2022年12月,否,否,[41287],41287,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1792%2c20221222%2c1.pdf
"NHEV,111,湖簡,1794,20230109,1",台北,2023年01月,是,是,"[51071, 51071]",102142,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1794%2c20230109%2c1.pdf
"NHEV,111,湖簡,1795,20230424,1",台北,2023年04月,否,是,[88218],88218,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1795%2c20230424%2c1.pdf
"NHEV,111,湖簡,1796,20230116,1",台北,2023年01月,否,否,[41550],41550,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1796%2c20230116%2c1.pdf
"NHEV,111,湖簡,1798,20230116,1",台北,2023年01月,否,否,[119498],119498,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1798%2c20230116%2c1.pdf
"NHEV,111,湖簡,1812,20221220,1",台北,2022年12月,否,否,[291025],291025,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1812%2c20221220%2c1.pdf
"NHEV,111,湖簡,1851,20230427,2",台北,2023年04月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1851%2c20230427%2c2.pdf
"NHEV,111,湖簡,1905,20230505,1",台北,2023年05月,是,否,"[1699304, 366667]",2065971,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1905%2c20230505%2c1.pdf
"NHEV,111,湖簡,1957,20230113,1",台北,2023年01月,否,否,[123767],123767,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1957%2c20230113%2c1.pdf
"NHEV,111,湖簡,1965,20230421,1",台北,2023年04月,是,否,"[57533, 190537, 130455]",378525,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c1965%2c20230421%2c1.pdf
"NHEV,111,湖簡,2007,20230726,1",台北,2023年07月,否,否,[395808],395808,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c2007%2c20230726%2c1.pdf
"NHEV,111,湖簡,211,20220331,1",台北,2022年03月,否,否,[160700],160700,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c211%2c20220331%2c1.pdf
"NHEV,111,湖簡,241,20220422,1",台北,2022年04月,否,否,[2221780],2221780,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c241%2c20220422%2c1.pdf
"NHEV,111,湖簡,245,20221223,1",台北,2022年12月,否,否,[102650],102650,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c245%2c20221223%2c1.pdf
"NHEV,111,湖簡,246,20220815,1",台北,2022年08月,否,否,[369944],369944,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c246%2c20220815%2c1.pdf
"NHEV,111,湖簡,332,20220506,1",台北,2022年05月,否,否,[1018405],1018405,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c332%2c20220506%2c1.pdf
"NHEV,111,湖簡,338,20220428,1",台北,2022年04月,否,否,[174362],174362,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c338%2c20220428%2c1.pdf
"NHEV,111,湖簡,373,20220721,1",台北,2022年07月,否,否,[153582],153582,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c373%2c20220721%2c1.pdf
"NHEV,111,湖簡,404,20230310,1",台北,2023年03月,否,否,[569860],569860,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c404%2c20230310%2c1.pdf
"NHEV,111,湖簡,429,20230426,1",台北,2023年04月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c429%2c20230426%2c1.pdf
"NHEV,111,湖簡,472,20220629,1",台北,2022年06月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c472%2c20220629%2c1.pdf
"NHEV,111,湖簡,474,20220831,1",台北,2022年08月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c474%2c20220831%2c1.pdf
"NHEV,111,湖簡,475,20220629,1",台北,2022年06月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c475%2c20220629%2c1.pdf
"NHEV,111,湖簡,488,20220606,1",台北,2022年06月,否,否,[110647],110647,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c488%2c20220606%2c1.pdf
"NHEV,111,湖簡,517,20220830,1",台北,2022年08月,否,否,[254333],254333,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c517%2c20220830%2c1.pdf
"NHEV,111,湖簡,521,20220610,1",台北,2022年06月,否,否,[71748],71748,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c521%2c20220610%2c1.pdf
"NHEV,111,湖簡,536,20230626,1",台北,2023年06月,否,否,[132787],132787,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c536%2c20230626%2c1.pdf
"NHEV,111,湖簡,538,20220916,1",台北,2022年09月,否,否,[28856],28856,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c538%2c20220916%2c1.pdf
"NHEV,111,湖簡,558,20220912,1",台北,2022年09月,否,否,[212636],212636,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c558%2c20220912%2c1.pdf
"NHEV,111,湖簡,56,20221128,1",台北,2022年11月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c56%2c20221128%2c1.pdf
"NHEV,111,湖簡,564,20220624,1",台北,2022年06月,否,是,[63000],63000,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c564%2c20220624%2c1.pdf
"NHEV,111,湖簡,577,20230216,1",台北,2023年02月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c577%2c20230216%2c1.pdf
"NHEV,111,湖簡,77,20220713,1",台北,2022年07月,否,否,[386093],386093,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c77%2c20220713%2c1.pdf
"NHEV,111,湖簡,797,20220714,1",台北,2022年07月,否,否,[465275],465275,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c797%2c20220714%2c1.pdf
"NHEV,111,湖簡,801,20220714,1",台北,2022年07月,否,否,[105591],105591,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c801%2c20220714%2c1.pdf
"NHEV,111,湖簡,805,20230209,1",台北,2023年02月,否,是,[2046980],2046980,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c805%2c20230209%2c1.pdf
"NHEV,111,湖簡,811,20230315,2",台北,2023年03月,否,否,[59570],59570,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c811%2c20230315%2c2.pdf
"NHEV,111,湖簡,828,20221118,2",台北,2022年11月,否,否,[240675],240675,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c828%2c20221118%2c2.pdf
"NHEV,111,湖簡,829,20230112,1",台北,2023年01月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c829%2c20230112%2c1.pdf
"NHEV,111,湖簡,833,20220818,1",台北,2022年08月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c833%2c20220818%2c1.pdf
"NHEV,111,湖簡,838,20220714,1",台北,2022年07月,否,否,[281890],281890,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c838%2c20220714%2c1.pdf
"NHEV,111,湖簡,842,20230103,1",台北,2023年01月,否,否,[520798],520798,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c842%2c20230103%2c1.pdf
"NHEV,111,湖簡,843,20230103,1",台北,2023年01月,否,否,[77991],77991,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c843%2c20230103%2c1.pdf
"NHEV,111,湖簡,879,20220728,1",台北,2022年07月,否,否,[106704],106704,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c879%2c20220728%2c1.pdf
"NHEV,111,湖簡,881,20220729,1",台北,2022年07月,否,否,[523304],523304,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c881%2c20220729%2c1.pdf
"NHEV,111,湖簡,914,20220905,1",台北,2022年09月,否,否,[99705],99705,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c914%2c20220905%2c1.pdf
"NHEV,111,湖簡,915,20220905,1",台北,2022年09月,否,否,[8960],8960,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c915%2c20220905%2c1.pdf
"NHEV,111,湖簡,945,20220921,1",台北,2022年09月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c945%2c20220921%2c1.pdf
"NHEV,111,湖簡,946,20221207,1",台北,2022年12月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c946%2c20221207%2c1.pdf
"NHEV,111,湖簡,950,20230406,2",台北,2023年04月,否,否,[20105],20105,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c950%2c20230406%2c2.pdf
"NHEV,111,湖簡,967,20220728,1",台北,2022年07月,否,否,[34814],34814,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c967%2c20220728%2c1.pdf
"NHEV,111,湖簡,969,20220818,1",台北,2022年08月,否,否,[206961],206961,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/111%2c%e6%b9%96%e7%b0%a1%2c969%2c20220818%2c1.pdf
"NHEV,112,湖小,10,20230110,1",台北,2023年01月,否,否,[38379],38379,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/112%2c%e6%b9%96%e5%b0%8f%2c10%2c20230110%2c1.pdf
"NHEV,112,湖小,102,20230210,1",台北,2023年02月,否,否,[],0,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/112%2c%e6%b9%96%e5%b0%8f%2c102%2c20230210%2c1.pdf
"NHEV,112,湖小,103,20230210,1",台北,2023年02月,否,否,[7250],7250,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/112%2c%e6%b9%96%e5%b0%8f%2c103%2c20230210%2c1.pdf
"NHEV,112,湖小,104,20230210,1",台北,2023年02月,否,否,[5079],5079,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/112%2c%e6%b9%96%e5%b0%8f%2c104%2c20230210%2c1.pdf
"NHEV,112,湖小,106,20230207,1",台北,2023年02月,否,否,[49215],49215,https://data.judicial.gov.tw/opendl/JDocFile/NHEV/112%2c%e6%b9%96%e5%b0%8f%2c106%2c20230207%2c1.pdf
