date,TX
2011-07-15,8562.0
2011-07-14,8482.0
2011-07-13,8463.0
2011-07-12,8419.0
2011-07-11,8599.0
2011-07-08,8638.0
2011-07-07,8690.0
2011-07-06,8692.0
2011-07-05,8628.0
2011-07-04,8603.0
2011-07-01,8566.0
2011-06-30,8503.0
2011-06-29,8471.0
2011-06-28,8308.0
2011-06-27,8337.0
2011-06-24,8411.0
2011-06-23,8395.0
2011-06-22,8441.0
2011-06-21,8465.0
2011-06-20,8401.0
2011-06-17,8461.0
2011-06-16,8493.0
2011-06-15,8628.0
2011-06-14,8846.0
2011-06-13,8744.0
2011-06-10,8829.0
2011-06-09,9031.0
2011-06-08,9031.0
2011-06-07,9095.0
2011-06-03,9070.0
2011-06-02,9027.0
2011-06-01,9092.0
2011-05-31,9021.0
2011-05-30,8820.0
2011-05-27,8782.0
2011-05-26,8787.0
2011-05-25,8678.0
2011-05-24,8762.0
2011-05-23,8738.0
2011-05-20,8817.0
2011-05-19,8840.0
2011-05-18,8963.0
2011-05-17,8914.0
2011-05-16,8922.0
2011-05-13,9034.0
2011-05-12,9030.0
2011-05-11,9020.0
2011-05-10,9046.0
2011-05-09,9063.0
2011-05-06,9018.0
2011-05-05,9050.0
2011-05-04,8937.0
2011-05-03,8926.0
2011-04-29,9027.0
2011-04-28,9010.0
2011-04-27,9060.0
2011-04-26,8970.0
2011-04-25,8975.0
2011-04-22,8992.0
2011-04-21,8993.0
2011-04-20,8809.0
2011-04-19,8627.0
2011-04-18,8710.0
2011-04-15,8704.0
2011-04-14,8799.0
2011-04-13,8806.0
2011-04-12,8705.0
2011-04-11,8859.0
2011-04-08,8866.0
2011-04-07,8897.0
2011-04-06,8838.0
2011-04-01,8686.0
2011-03-31,8642.0
2011-03-30,8590.0
2011-03-29,8575.0
2011-03-28,8520.0
2011-03-25,8579.0
2011-03-24,8527.0
2011-03-23,8448.0
2011-03-22,8415.0
2011-03-21,8390.0
2011-03-18,8319.0
2011-03-17,8255.0
2011-03-16,8287.0
2011-03-15,8257.0
2011-03-14,8500.0
2011-03-11,8562.0
2011-03-10,8622.0
2011-03-09,8757.0
2011-03-08,8740.0
2011-03-07,8723.0
2011-03-04,8758.0
2011-03-03,8748.0
2011-03-02,8602.0
2011-03-01,8691.0
2011-02-25,8615.0
2011-02-24,8531.0
2011-02-23,8522.0
2011-02-22,8616.0
2011-02-21,8809.0
2011-02-18,8808.0
2011-02-17,8629.0
2011-02-16,8624.0
2011-02-15,8696.0
2011-02-14,8641.0
2011-02-11,8563.0
2011-02-10,8824.0
2011-02-09,9016.0
2011-02-08,9099.0
2011-01-28,9138.0
2011-01-27,9105.0
2011-01-26,9052.0
2011-01-25,8966.0
2011-01-24,8947.0
2011-01-21,8907.0
2011-01-20,9009.0
2011-01-19,9049.0
2011-01-18,8972.0
2011-01-17,8922.0
2011-01-14,8970.0
2011-01-13,8969.0
2011-01-12,8967.0
2011-01-11,8942.0
2011-01-10,8786.0
2011-01-07,8753.0
2011-01-06,8869.0
2011-01-05,8838.0
2011-01-04,8978.0
2011-01-03,9020.0
2010-12-31,8988.0
2010-12-30,8906.0
2010-12-29,8872.0
2010-12-28,8878.0
2010-12-27,8884.0
2010-12-24,8880.0
2010-12-23,8898.0
2010-12-22,8850.0
2010-12-21,8846.0
2010-12-20,8762.0
2010-12-17,8809.0
2010-12-16,8773.0
2010-12-15,8774.0
2010-12-14,8738.0
2010-12-13,8737.0
2010-12-10,8742.0
2010-12-09,8789.0
2010-12-08,8701.0
2010-12-07,8716.0
2010-12-06,8697.0
2010-12-03,8630.0
2010-12-02,8619.0
2010-12-01,8550.0
2010-11-30,8401.0
2010-11-29,8382.0
2010-11-26,8300.0
2010-11-25,8341.0
2010-11-24,8305.0
2010-11-23,8330.0
2010-11-22,8373.0
2010-11-19,8286.0
2010-11-18,8292.0
2010-11-17,8269.0
2010-11-16,8290.0
2010-11-15,8270.0
2010-11-12,8314.0
2010-11-11,8451.0
2010-11-10,8485.0
2010-11-09,8467.0
2010-11-08,8453.0
2010-11-05,8463.0
2010-11-04,8368.0
2010-11-03,8324.0
2010-11-02,8367.0
2010-11-01,8393.0
2010-10-29,8302.0
2010-10-28,8341.0
2010-10-27,8281.0
2010-10-26,8313.0
2010-10-25,8303.0
2010-10-22,8142.0
2010-10-21,8088.0
2010-10-20,8109.0
2010-10-19,8020.0
2010-10-18,8033.0
2010-10-15,8190.0
2010-10-14,8229.0
2010-10-13,8108.0
2010-10-12,8056.0
2010-10-11,8135.0
2010-10-08,8214.0
2010-10-07,8272.0
2010-10-06,8273.0
2010-10-05,8192.0
2010-10-04,8217.0
2010-10-01,8238.0
2010-09-30,8219.0
2010-09-29,8210.0
2010-09-28,8180.0
2010-09-27,8185.0
2010-09-24,8147.0
2010-09-23,8202.0
2010-09-21,8192.0
2010-09-20,8178.0
2010-09-17,8171.0
2010-09-16,8070.0
2010-09-15,8156.0
2010-09-14,8122.0
2010-09-13,8109.0
2010-09-10,7900.0
2010-09-09,7834.0
2010-09-08,7848.0
2010-09-07,7853.0
2010-09-06,7865.0
2010-09-03,7777.0
2010-09-02,7692.0
2010-09-01,7630.0
2010-08-31,7557.0
2010-08-30,7718.0
2010-08-27,7659.0
2010-08-26,7621.0
2010-08-25,7679.0
2010-08-24,7887.0
2010-08-23,7952.0
2010-08-20,7886.0
2010-08-19,7918.0
2010-08-18,7878.0
2010-08-17,7941.0
2010-08-16,7946.0
2010-08-13,7911.0
2010-08-12,7800.0
2010-08-11,7856.0
2010-08-10,7936.0
2010-08-09,7987.0
2010-08-06,7929.0
2010-08-05,7913.0
2010-08-04,7911.0
2010-08-03,7914.0
2010-08-02,7870.0
2010-07-30,7682.0
2010-07-29,7707.0
2010-07-28,7723.0
2010-07-27,7657.0
2010-07-26,7709.0
2010-07-23,7680.0
2010-07-22,7563.0
2010-07-21,7595.0
2010-07-20,7709.0
2010-07-19,7659.0
2010-07-16,7669.0
2010-07-15,7707.0
2010-07-14,7703.0
2010-07-13,7560.0
2010-07-12,7533.0
2010-07-09,7566.0
2010-07-08,7532.0
2010-07-07,7447.0
2010-07-06,7456.0
2010-07-05,7324.0
2010-07-02,7165.0
2010-07-01,7101.0
2010-06-30,7153.0
2010-06-29,7252.0
2010-06-28,7362.0
2010-06-25,7324.0
2010-06-24,7427.0
2010-06-23,7437.0
2010-06-22,7480.0
2010-06-21,7523.0
2010-06-18,7352.0
2010-06-17,7347.0
2010-06-15,7459.0
2010-06-14,7382.0
2010-06-11,7293.0
2010-06-10,7163.0
2010-06-09,7038.0
2010-06-08,7129.0
2010-06-07,7097.0
2010-06-04,7321.0
2010-06-03,7338.0
2010-06-02,7140.0
2010-06-01,7244.0
2010-05-31,7325.0
2010-05-28,7280.0
2010-05-27,7202.0
2010-05-26,7122.0
2010-05-25,7052.0
2010-05-24,7274.0
2010-05-21,7209.0
2010-05-20,7357.0
2010-05-19,7484.0
2010-05-18,7619.0
2010-05-17,7602.0
2010-05-14,7760.0
2010-05-13,7761.0
2010-05-12,7587.0
2010-05-11,7568.0
2010-05-10,7637.0
2010-05-07,7502.0
2010-05-06,7579.0
2010-05-05,7657.0
2010-05-04,7880.0
2010-05-03,7931.0
2010-04-30,7989.0
2010-04-29,8043.0
2010-04-28,8035.0
2010-04-27,8130.0
2010-04-26,8148.0
2010-04-23,7958.0
2010-04-22,7925.0
2010-04-21,7957.0
2010-04-20,7876.0
2010-04-19,7822.0
2010-04-16,8102.0
2010-04-15,8158.0
2010-04-14,8112.0
2010-04-13,8019.0
2010-04-12,8126.0
2010-04-09,8101.0
2010-04-08,8081.0
2010-04-07,8126.0
2010-04-06,8096.0
2010-04-02,8039.0
2010-04-01,8025.0
2010-03-31,7906.0
2010-03-30,7961.0
2010-03-29,7957.0
2010-03-26,7886.0
2010-03-25,7803.0
2010-03-24,7815.0
2010-03-23,7804.0
2010-03-22,7802.0
2010-03-19,7867.0
2010-03-18,7850.0
2010-03-17,7840.0
2010-03-16,7703.0
2010-03-15,7655.0
2010-03-12,7754.0
2010-03-11,7757.0
2010-03-10,7769.0
2010-03-09,7764.0
2010-03-08,7755.0
2010-03-05,7659.0
2010-03-04,7526.0
2010-03-03,7611.0
2010-03-02,7601.0
2010-03-01,7575.0
2010-02-26,7383.0
2010-02-25,7368.0
2010-02-24,7480.0
2010-02-23,7535.0
2010-02-22,7533.0
2010-02-10,7419.0
2010-02-09,7316.0
2010-02-08,7160.0
2010-02-06,7155.0
2010-02-05,7201.0
2010-02-04,7507.0
2010-02-03,7501.0
2010-02-02,7371.0
2010-02-01,7513.0
2010-01-29,7580.0
2010-01-28,7699.0
2010-01-27,7534.0
2010-01-26,7556.0
2010-01-25,7852.0
2010-01-22,7897.0
2010-01-21,8134.0
2010-01-20,8217.0
2010-01-19,8270.0
2010-01-18,8353.0
2010-01-15,8369.0
2010-01-14,8301.0
2010-01-13,8215.0
2010-01-12,8308.0
2010-01-11,8325.0
2010-01-08,8278.0
2010-01-07,8259.0
2010-01-06,8320.0
2010-01-05,8178.0
2010-01-04,8166.0
2009-12-31,8205.0
2009-12-30,8091.0
2009-12-29,8059.0
2009-12-28,8045.0
2009-12-25,7983.0
2009-12-24,7953.0
2009-12-23,7867.0
2009-12-22,7831.0
2009-12-21,7753.0
2009-12-18,7701.0
2009-12-17,7691.0
2009-12-16,7699.0
2009-12-15,7799.0
2009-12-14,7831.0
2009-12-11,7792.0
2009-12-10,7639.0
2009-12-09,7793.0
2009-12-08,7757.0
2009-12-07,7754.0
2009-12-04,7592.0
2009-12-03,7697.0
2009-12-02,7689.0
2009-12-01,7639.0
