date,2317,2330,2454,portfolio_value
2010-12-20,114.5,71.2,430.0,615.7
2010-12-17,115.0,72.9,432.0,619.9
2010-12-16,116.0,71.2,421.5,608.7
2010-12-15,115.0,70.0,427.0,612.0
2010-12-14,115.0,69.0,431.0,615.0
2010-12-13,112.5,69.4,428.0,609.9
2010-12-10,113.5,69.7,418.0,601.2
2010-12-09,113.5,70.0,426.0,609.5
2010-12-08,113.0,68.0,424.0,605.0
2010-12-07,113.5,68.0,419.5,601.0
2010-12-06,113.0,68.5,423.5,605.0
2010-12-03,112.5,68.3,422.5,603.3
2010-12-02,109.0,66.2,395.0,570.2
2010-12-01,110.5,64.6,391.5,566.6
2010-11-30,108.5,63.4,390.5,562.4
2010-11-29,110.0,64.3,395.0,569.3
2010-11-26,111.0,64.4,398.0,573.4
2010-11-25,112.0,64.4,397.0,573.4
2010-11-24,112.0,63.2,400.0,575.2
2010-11-23,113.0,63.4,399.0,575.4
2010-11-22,115.0,63.8,396.0,574.8
2010-11-19,114.0,63.7,382.5,560.2
2010-11-18,113.5,63.3,380.5,557.3
2010-11-17,112.5,63.8,383.0,559.3
2010-11-16,113.0,64.5,385.0,562.5
2010-11-15,112.0,63.9,380.0,555.9
2010-11-12,113.5,63.0,378.0,554.5
2010-11-11,115.5,63.7,382.0,561.2
2010-11-10,116.5,64.2,381.0,561.7
2010-11-09,115.0,64.0,382.5,561.5
2010-11-08,116.0,63.3,385.0,564.3
2010-11-05,117.0,64.2,396.0,577.2
2010-11-04,117.0,63.9,402.0,582.9
2010-11-03,115.0,63.9,393.0,571.9
2010-11-02,116.5,63.3,387.5,567.3
2010-11-01,117.0,63.5,393.5,574.0
2010-10-29,116.0,62.8,385.0,563.8
2010-10-28,116.5,62.7,391.0,570.2
2010-10-27,116.0,62.0,383.0,561.0
2010-10-26,118.0,62.3,393.0,573.3
2010-10-25,118.5,62.0,395.0,575.5
2010-10-22,114.0,61.8,387.0,562.8
2010-10-21,113.0,61.0,387.0,561.0
2010-10-20,114.0,61.0,392.5,567.5
2010-10-19,112.0,60.7,380.5,553.2
2010-10-18,113.0,60.5,376.0,549.5
2010-10-15,116.0,61.9,390.0,567.9
2010-10-14,115.5,61.8,404.0,581.3
2010-10-13,114.5,61.0,405.0,580.5
2010-10-12,113.0,61.0,401.0,575.0
2010-10-11,117.0,61.5,410.0,588.5
2010-10-08,118.5,61.8,410.0,590.3
2010-10-07,118.0,61.3,414.5,593.8
2010-10-06,118.0,61.8,412.5,592.3
2010-10-05,116.0,61.1,415.5,592.6
2010-10-04,116.5,61.9,428.0,606.4
2010-10-01,114.5,62.0,449.0,625.5
2010-09-30,117.5,62.0,439.0,618.5
2010-09-29,117.5,61.5,449.0,628.0
2010-09-28,117.5,61.0,454.5,633.0
2010-09-27,117.0,60.7,452.0,629.7
2010-09-24,117.5,60.1,446.0,623.6
2010-09-23,118.0,60.0,465.0,643.0
2010-09-21,116.0,61.8,472.0,649.8
2010-09-20,115.0,62.0,473.5,650.5
2010-09-17,115.0,61.2,478.5,654.7
2010-09-16,115.0,60.5,475.0,650.5
2010-09-15,115.5,61.2,478.0,654.7
2010-09-14,115.5,61.0,485.0,661.5
2010-09-13,115.0,60.9,480.0,655.9
2010-09-10,108.0,59.3,475.0,642.3
2010-09-09,107.0,59.5,461.5,628.0
2010-09-08,108.0,59.3,467.0,634.3
2010-09-07,107.5,60.2,472.0,639.7
2010-09-06,108.5,60.5,477.0,646.0
2010-09-03,111.5,59.8,475.0,646.3
2010-09-02,110.5,59.5,445.0,615.0
2010-09-01,108.5,59.1,437.5,605.1
2010-08-31,113.0,58.9,436.5,608.4
2010-08-30,121.0,59.4,435.5,615.9
2010-08-27,120.0,58.8,436.5,615.3
2010-08-26,119.0,58.8,438.0,615.8
2010-08-25,119.5,58.7,431.0,609.2
2010-08-24,133.0,59.6,447.0,639.6
2010-08-23,135.0,60.1,448.0,643.1
2010-08-20,134.5,59.9,453.0,647.4
2010-08-19,135.0,60.1,458.0,653.1
2010-08-18,131.0,59.6,457.0,647.6
2010-08-17,131.5,59.8,456.0,647.3
2010-08-16,132.0,60.3,460.0,652.3
2010-08-13,130.5,60.1,460.0,650.6
2010-08-12,130.0,60.2,459.0,649.2
2010-08-11,131.0,61.0,455.0,647.0
2010-08-10,134.0,61.0,453.0,648.0
2010-08-09,136.0,60.7,463.0,659.7
2010-08-06,135.0,60.9,444.5,640.4
2010-08-05,134.0,61.9,438.0,633.9
2010-08-04,134.0,62.0,438.5,634.5
2010-08-03,136.0,62.0,438.0,636.0
2010-08-02,133.5,62.3,430.5,626.3
2010-07-30,129.0,62.4,433.5,624.9
2010-07-29,131.0,63.0,427.0,621.0
2010-07-28,131.0,63.0,442.0,636.0
2010-07-27,130.0,62.5,483.0,675.5
2010-07-26,129.0,62.6,480.0,671.6
2010-07-23,125.0,62.8,470.0,657.8
2010-07-22,119.0,62.0,453.0,634.0
2010-07-21,119.0,61.8,462.0,642.8
2010-07-20,119.5,61.5,468.0,649.0
2010-07-19,119.0,61.1,464.0,644.1
2010-07-16,120.5,59.9,469.0,649.4
2010-07-15,123.0,60.3,463.0,646.3
2010-07-14,123.5,60.4,475.0,658.9
2010-07-13,120.0,59.6,462.5,642.1
2010-07-12,121.0,59.8,468.0,648.8
2010-07-09,120.5,60.4,471.5,652.4
2010-07-08,120.0,60.4,454.0,634.4
2010-07-07,116.5,59.5,448.0,624.0
2010-07-06,116.5,59.9,453.0,629.4
2010-07-05,116.0,61.4,440.0,617.4
2010-07-02,112.0,60.3,425.5,597.8
2010-07-01,113.0,60.0,432.0,605.0
2010-06-30,114.0,60.6,452.5,627.1
2010-06-29,121.0,61.0,462.0,644.0
2010-06-28,120.5,61.7,465.0,647.2
2010-06-25,120.5,61.4,482.0,663.9
2010-06-24,122.5,62.0,499.0,683.5
2010-06-23,122.5,62.1,506.0,690.6
2010-06-22,123.5,62.6,507.0,693.1
2010-06-21,126.5,63.3,507.0,696.8
2010-06-18,123.0,62.7,496.0,681.7
2010-06-17,123.0,62.1,501.0,686.1
2010-06-15,121.0,61.4,516.0,698.4
2010-06-14,120.5,61.1,517.0,698.6
2010-06-11,118.5,60.5,521.0,700.0
2010-06-10,117.5,59.4,515.0,691.9
2010-06-09,113.5,58.6,516.0,688.1
2010-06-08,111.5,58.5,515.0,685.0
2010-06-07,117.5,59.2,520.0,696.7
2010-06-04,124.5,61.0,527.0,712.5
2010-06-03,125.0,60.8,535.0,720.8
2010-06-02,119.5,59.8,516.0,695.3
2010-06-01,124.5,59.8,516.0,700.3
2010-05-31,124.5,60.2,523.0,707.7
2010-05-28,127.0,58.7,514.0,699.7
2010-05-27,128.5,58.7,511.0,698.2
2010-05-26,129.0,58.9,505.0,692.9
2010-05-25,126.0,58.4,491.5,675.9
2010-05-24,132.5,59.0,499.0,690.5
2010-05-21,131.0,58.8,493.0,682.8
2010-05-20,134.0,58.9,503.0,695.9
2010-05-19,137.5,59.3,515.0,711.8
2010-05-18,141.0,59.5,516.0,716.5
2010-05-17,141.0,59.2,520.0,720.2
2010-05-14,143.5,61.2,525.0,729.7
2010-05-13,144.0,61.2,527.0,732.2
2010-05-12,140.0,60.1,522.0,722.1
2010-05-11,140.0,60.1,524.0,724.1
2010-05-10,141.5,59.8,533.0,734.3
2010-05-07,139.5,59.4,529.0,727.9
2010-05-06,141.0,59.5,524.0,724.5
2010-05-05,143.0,59.8,535.0,737.8
2010-05-04,148.5,61.0,540.0,749.5
2010-05-03,147.0,61.6,538.0,746.6
2010-04-30,148.5,61.8,534.0,744.3
2010-04-29,152.0,61.6,550.0,763.6
2010-04-28,153.0,62.1,569.0,784.1
2010-04-27,149.5,63.7,576.0,789.2
2010-04-26,148.0,63.5,579.0,790.5
2010-04-23,144.5,61.7,563.0,769.2
2010-04-22,142.5,61.6,560.0,764.1
2010-04-21,139.0,62.4,550.0,751.4
2010-04-20,138.5,62.8,525.0,726.3
2010-04-19,136.5,62.6,531.0,730.1
2010-04-16,141.0,63.0,546.0,750.0
2010-04-15,143.5,64.4,554.0,761.9
2010-04-14,142.0,63.8,551.0,756.8
2010-04-13,141.0,62.9,544.0,747.9
2010-04-12,144.5,63.1,550.0,757.6
2010-04-09,144.5,62.7,557.0,764.2
2010-04-08,142.5,62.3,550.0,754.8
2010-04-07,144.5,63.5,567.0,775.0
2010-04-06,143.5,63.4,570.0,776.9
2010-04-02,139.5,62.4,560.0,761.9
2010-04-01,140.0,62.1,566.0,768.1
2010-03-31,137.5,61.5,551.0,750.0
2010-03-30,138.5,62.2,550.0,750.7
2010-03-29,137.5,62.2,558.0,757.7
2010-03-26,134.5,62.0,560.0,756.5
2010-03-25,136.5,61.5,535.0,733.0
2010-03-24,136.5,60.6,520.0,717.1
2010-03-23,138.0,59.6,519.0,716.6
2010-03-22,137.0,59.0,530.0,726.0
2010-03-19,139.5,60.0,539.0,738.5
2010-03-18,139.5,60.4,541.0,740.9
2010-03-17,139.5,60.5,547.0,747.0
2010-03-16,137.0,59.7,532.0,728.7
2010-03-15,134.0,59.8,530.0,723.8
2010-03-12,137.5,60.8,538.0,736.3
2010-03-11,137.5,61.4,546.0,744.9
2010-03-10,138.0,61.4,538.0,737.4
2010-03-09,138.0,61.3,532.0,731.3
2010-03-08,137.5,61.2,528.0,726.7
2010-03-05,134.0,60.4,509.0,703.4
2010-03-04,133.5,59.2,514.0,706.7
2010-03-03,133.5,60.0,525.0,718.5
2010-03-02,133.0,59.9,516.0,708.9
2010-03-01,130.5,59.6,518.0,708.1
2010-02-26,127.0,58.8,505.0,690.8
2010-02-25,128.0,58.2,507.0,693.2
2010-02-24,132.5,58.5,528.0,719.0
2010-02-23,134.5,59.8,534.0,728.3
2010-02-22,134.5,59.0,529.0,722.5
2010-02-10,134.5,58.4,518.0,710.9
2010-02-09,133.5,58.6,512.0,704.1
2010-02-08,134.0,57.4,506.0,697.4
2010-02-06,135.0,58.0,512.0,705.0
2010-02-05,132.5,57.2,511.0,700.7
2010-02-04,136.5,59.1,515.0,710.6
2010-02-03,138.0,59.8,509.0,706.8
2010-02-02,134.0,59.0,498.0,691.0
2010-02-01,131.5,59.8,505.0,696.3
2010-01-29,134.5,61.5,520.0,716.0
2010-01-28,136.0,60.0,523.0,719.0
2010-01-27,133.0,59.6,522.0,714.6
2010-01-26,136.5,60.1,516.0,712.6
2010-01-25,139.5,60.4,526.0,725.9
2010-01-22,138.0,61.1,523.0,722.1
2010-01-21,146.0,62.6,550.0,758.6
2010-01-20,147.5,63.0,576.0,786.5
2010-01-19,149.0,62.5,570.0,781.5
2010-01-18,151.0,62.9,586.0,799.9
2010-01-15,152.5,63.5,584.0,800.0
2010-01-14,149.5,63.2,573.0,785.7
2010-01-13,145.5,62.8,547.0,755.3
2010-01-12,148.0,63.6,558.0,769.6
2010-01-11,148.5,64.5,558.0,771.0
2010-01-08,150.5,64.0,550.0,764.5
2010-01-07,150.0,64.2,561.0,775.2
2010-01-06,151.5,64.9,575.0,791.4
2010-01-05,152.5,64.5,568.0,785.0
2010-01-04,151.5,64.9,567.0,783.4
2009-12-31,151.5,64.5,558.0,774.0
2009-12-30,149.5,63.9,555.0,768.4
2009-12-29,150.0,63.3,542.0,755.3
2009-12-28,150.0,63.7,545.0,758.7
2009-12-25,147.5,63.4,545.0,755.9
2009-12-24,149.0,63.6,545.0,757.6
2009-12-23,144.5,63.4,540.0,747.9
2009-12-22,140.5,62.9,536.0,739.4
2009-12-21,138.5,62.2,528.0,728.7
2009-12-18,139.0,61.9,529.0,729.9
2009-12-17,140.0,62.2,528.0,730.2
2009-12-16,138.5,61.8,525.0,725.3
2009-12-15,139.0,62.7,523.0,724.7
2009-12-14,140.0,62.7,525.0,727.7
2009-12-11,140.0,62.6,520.0,722.6
2009-12-10,139.0,61.3,518.0,718.3
2009-12-09,141.5,62.4,528.0,731.9
2009-12-08,139.5,62.4,531.0,732.9
2009-12-07,138.5,62.5,529.0,730.0
2009-12-04,138.0,61.5,503.0,702.5
2009-12-03,138.5,61.5,506.0,706.0
2009-12-02,138.0,60.8,510.0,708.8
2009-12-01,137.5,60.7,510.0,708.2
