date,2317,2330,2454,portfolio_value
2013-06-05,75.8,109.5,364.5,549.8
2013-06-04,76.2,109.0,369.0,554.2
2013-06-03,76.5,107.5,368.0,552.0
2013-05-31,76.7,109.5,372.0,558.2
2013-05-30,77.2,110.0,361.5,548.7
2013-05-29,78.3,111.0,364.0,553.3
2013-05-28,77.0,109.5,363.0,549.5
2013-05-27,77.3,112.0,360.0,549.3
2013-05-24,76.9,109.5,363.0,549.4
2013-05-23,77.1,108.0,370.0,555.1
2013-05-22,78.3,112.0,382.0,572.3
2013-05-21,77.3,112.5,377.5,567.3
2013-05-20,77.1,114.0,378.5,569.6
2013-05-17,77.6,113.5,379.0,570.1
2013-05-16,78.7,113.5,374.0,566.2
2013-05-15,78.2,115.0,367.5,560.7
2013-05-14,79.2,115.5,367.0,561.7
2013-05-13,79.6,114.5,369.0,563.1
2013-05-10,80.5,114.5,369.0,564.0
2013-05-09,81.6,115.0,375.0,571.6
2013-05-08,79.8,114.5,376.0,570.3
2013-05-07,77.5,112.5,371.0,561.0
2013-05-06,77.9,111.5,372.5,561.9
2013-05-03,77.5,110.0,366.5,554.0
2013-05-02,76.4,110.5,366.0,552.9
2013-04-30,76.2,109.5,360.0,545.7
2013-04-29,75.5,108.0,361.5,545.0
2013-04-26,76.2,108.5,355.0,539.7
2013-04-25,77.4,107.0,362.0,546.4
2013-04-24,78.1,106.0,365.0,549.1
2013-04-23,76.2,106.0,365.0,547.2
2013-04-22,76.9,108.5,363.0,548.4
2013-04-19,77.6,106.5,358.0,542.1
2013-04-18,76.7,99.9,346.0,522.6
2013-04-17,77.7,100.0,347.0,524.7
2013-04-16,77.0,100.5,340.5,518.0
2013-04-15,77.1,99.4,337.5,514.0
2013-04-12,78.6,100.5,345.5,524.6
2013-04-11,80.5,101.5,351.0,533.0
2013-04-10,80.6,98.3,352.5,531.4
2013-04-09,80.5,97.5,349.5,527.5
2013-04-08,80.8,98.5,350.0,529.3
2013-04-03,83.1,100.5,356.0,539.6
2013-04-02,83.1,100.5,348.0,531.6
2013-04-01,82.8,101.0,341.0,524.8
2013-03-29,83.3,100.5,342.0,525.8
2013-03-28,82.7,100.0,340.0,522.7
2013-03-27,83.5,100.5,342.5,526.5
2013-03-26,83.5,99.0,340.0,522.5
2013-03-25,82.4,99.5,338.5,520.4
2013-03-22,82.9,98.0,333.0,513.9
2013-03-21,82.1,98.7,332.0,512.8
2013-03-20,82.1,98.8,339.0,519.9
2013-03-19,83.2,100.0,340.0,523.2
2013-03-18,81.5,100.5,338.5,520.5
2013-03-15,80.7,103.0,341.5,525.2
2013-03-14,80.5,104.0,343.0,527.5
2013-03-13,80.0,104.5,352.5,537.0
2013-03-12,80.5,102.5,355.0,538.0
2013-03-11,80.5,102.0,350.0,532.5
2013-03-08,80.5,103.5,348.0,532.0
2013-03-07,80.4,103.0,346.0,529.4
2013-03-06,80.5,104.0,346.0,530.5
2013-03-05,80.0,104.0,347.5,531.5
2013-03-04,80.5,102.0,341.5,524.0
2013-03-01,81.6,105.0,338.5,525.1
2013-02-27,81.7,104.5,333.5,519.7
2013-02-26,81.7,103.5,330.0,515.2
2013-02-25,82.8,105.0,336.5,524.3
2013-02-23,83.1,107.0,326.5,516.6
2013-02-22,83.2,105.5,327.0,515.7
2013-02-21,83.2,107.0,326.0,516.2
2013-02-20,84.8,109.0,326.0,519.8
2013-02-19,84.1,107.0,324.0,515.1
2013-02-18,82.8,107.0,325.0,514.8
2013-02-06,83.6,105.0,325.0,513.6
2013-02-05,83.1,103.0,326.0,512.1
2013-02-04,84.0,103.0,325.0,512.0
2013-02-01,84.6,101.5,324.5,510.6
2013-01-31,84.4,101.5,323.0,508.9
2013-01-30,84.9,101.5,325.0,511.4
2013-01-29,84.9,101.0,325.0,510.9
2013-01-28,83.6,99.3,325.0,507.9
2013-01-25,83.4,99.0,322.0,504.4
2013-01-24,82.5,99.9,319.0,501.4
2013-01-23,85.0,101.0,317.5,503.5
2013-01-22,85.4,101.0,318.5,504.9
2013-01-21,84.6,100.5,316.5,501.6
2013-01-18,85.4,101.5,309.0,495.9
2013-01-17,83.9,99.3,307.0,490.2
2013-01-16,84.0,99.2,309.5,492.7
2013-01-15,84.2,100.5,311.5,496.2
2013-01-14,87.2,102.0,312.0,501.2
2013-01-11,88.6,101.0,312.5,502.1
2013-01-10,88.6,101.0,314.0,503.6
2013-01-09,87.8,100.0,312.0,499.8
2013-01-08,87.0,99.7,302.5,489.2
2013-01-07,86.8,100.5,301.5,488.8
2013-01-04,88.0,101.5,305.5,495.0
2013-01-03,89.1,101.0,326.0,516.1
2013-01-02,88.7,99.6,325.0,513.3
2012-12-28,88.9,97.0,323.5,509.4
2012-12-27,89.0,95.6,324.0,508.6
2012-12-26,88.5,96.0,321.5,506.0
2012-12-25,88.8,96.5,322.0,507.3
2012-12-24,87.8,95.2,317.5,500.5
2012-12-22,88.1,95.7,317.5,501.3
2012-12-21,87.0,94.8,321.0,502.8
2012-12-20,88.1,96.0,323.0,507.1
2012-12-19,88.6,97.3,327.0,512.9
2012-12-18,88.4,96.7,335.5,520.6
2012-12-17,87.2,97.0,338.0,522.2
2012-12-14,91.5,98.4,339.5,529.4
2012-12-13,96.0,99.2,339.5,534.7
2012-12-12,95.6,98.4,340.5,534.5
2012-12-11,95.0,98.3,322.0,515.3
2012-12-10,96.1,96.5,318.0,510.6
2012-12-07,95.5,98.1,323.5,517.1
2012-12-06,94.5,96.6,323.5,514.6
2012-12-05,95.0,96.9,330.0,521.9
2012-12-04,95.3,96.6,332.0,523.9
2012-12-03,94.7,97.9,335.0,527.6
2012-11-30,93.2,98.7,330.5,522.4
2012-11-29,93.0,96.5,327.5,517.0
2012-11-28,93.3,95.9,324.0,513.2
2012-11-27,92.8,96.3,324.5,513.6
2012-11-26,92.8,95.3,325.0,513.1
2012-11-23,92.0,95.5,320.0,507.5
2012-11-22,89.0,91.3,313.0,493.3
2012-11-21,89.1,90.5,310.5,490.1
2012-11-20,89.9,90.4,308.0,488.3
2012-11-19,89.2,90.0,312.0,491.2
2012-11-16,89.7,90.2,315.0,494.9
2012-11-15,90.1,90.2,318.0,498.3
2012-11-14,89.8,90.5,318.0,498.3
2012-11-13,87.7,90.3,320.0,498.0
2012-11-12,90.0,91.3,322.0,503.3
2012-11-09,91.4,90.8,325.0,507.2
2012-11-08,90.9,90.5,317.0,498.4
2012-11-07,90.3,91.0,315.0,496.3
2012-11-06,89.8,90.4,310.0,490.2
2012-11-05,87.5,90.3,318.0,495.8
2012-11-02,88.6,89.9,325.0,503.5
2012-11-01,89.8,89.2,326.5,505.5
2012-10-31,88.7,88.7,324.5,501.9
2012-10-30,88.0,88.0,325.0,501.0
2012-10-29,84.0,88.1,329.5,501.6
2012-10-26,84.3,87.3,318.5,490.1
2012-10-25,85.2,84.8,321.0,491.0
2012-10-24,85.0,85.4,326.5,496.9
2012-10-23,84.7,85.7,322.5,492.9
2012-10-22,85.1,86.0,326.0,497.1
2012-10-19,85.8,86.7,323.5,496.0
2012-10-18,87.5,88.1,320.0,495.6
2012-10-17,87.4,87.4,317.0,491.8
2012-10-16,87.6,87.5,317.5,492.6
2012-10-15,87.5,86.4,315.0,488.9
2012-10-12,86.8,86.3,320.0,493.1
2012-10-11,86.0,85.5,325.5,497.0
2012-10-09,89.3,87.1,324.0,500.4
2012-10-08,88.7,89.1,327.0,504.8
2012-10-05,90.4,91.0,325.0,506.4
2012-10-04,91.1,90.6,318.5,500.2
2012-10-03,91.4,89.8,321.5,502.7
2012-10-02,91.7,89.6,322.0,503.3
2012-10-01,91.3,88.9,312.5,492.7
2012-09-28,92.0,89.8,309.5,491.3
2012-09-27,90.2,87.6,325.0,502.8
2012-09-26,90.2,86.4,322.0,498.6
2012-09-25,93.5,85.9,326.0,505.4
2012-09-24,95.8,86.1,330.0,511.9
2012-09-21,96.8,85.7,321.5,504.0
2012-09-20,96.0,85.3,325.0,506.3
2012-09-19,96.9,86.0,326.5,509.4
2012-09-18,96.1,85.7,331.0,512.8
2012-09-17,97.5,86.5,331.5,515.5
2012-09-14,97.0,86.5,339.0,522.5
2012-09-13,93.0,85.0,334.5,512.5
2012-09-12,93.0,84.5,336.5,514.0
2012-09-11,90.4,84.4,339.0,513.8
2012-09-10,88.8,83.5,337.0,509.3
2012-09-07,89.0,83.8,322.0,494.8
2012-09-06,88.4,81.1,314.0,483.5
2012-09-05,88.8,82.0,321.0,491.8
2012-09-04,89.9,84.0,325.0,498.9
2012-09-03,90.0,83.9,320.0,493.9
2012-08-31,84.8,83.3,320.0,488.1
2012-08-30,85.5,82.7,316.5,484.7
2012-08-29,84.0,82.7,320.0,486.7
2012-08-28,84.2,82.4,315.0,481.6
2012-08-27,87.5,83.0,319.0,489.5
2012-08-24,86.9,82.0,318.0,486.9
2012-08-23,87.1,82.7,312.0,481.8
2012-08-22,86.1,82.4,302.5,471.0
2012-08-21,85.9,83.6,300.0,469.5
2012-08-20,84.8,82.4,298.0,465.2
2012-08-17,84.5,82.0,294.5,461.0
2012-08-16,84.1,82.9,292.0,459.0
2012-08-15,84.5,83.0,284.5,452.0
2012-08-14,85.0,83.2,291.0,459.2
2012-08-13,84.9,82.7,293.5,461.1
2012-08-10,84.4,82.0,284.0,450.4
2012-08-09,91.0,82.3,282.0,455.3
2012-08-08,87.3,80.5,282.0,449.8
2012-08-07,87.3,81.4,281.0,449.7
2012-08-06,87.3,80.9,275.0,443.2
2012-08-03,81.6,79.8,279.0,440.4
2012-08-01,84.8,80.0,272.5,437.3
2012-07-31,84.6,81.0,255.0,420.6
2012-07-30,82.8,79.0,247.0,408.8
2012-07-27,83.5,79.3,240.0,402.8
2012-07-26,80.5,76.3,236.5,393.3
2012-07-25,81.9,74.6,241.0,397.5
2012-07-24,85.6,74.8,243.5,403.9
2012-07-23,86.6,74.3,243.5,404.4
2012-07-20,89.6,76.7,250.0,416.3
2012-07-19,88.3,77.5,248.0,413.8
2012-07-18,87.0,74.8,246.0,407.8
2012-07-17,88.5,74.8,250.5,413.8
2012-07-16,87.5,75.5,243.5,406.5
2012-07-13,87.0,75.8,248.0,410.8
2012-07-12,87.1,75.7,256.0,418.8
2012-07-11,89.9,78.1,264.5,432.5
2012-07-10,90.1,79.1,265.0,434.2
2012-07-09,91.9,80.0,275.0,446.9
2012-07-06,91.4,80.9,273.0,445.3
2012-07-05,91.4,81.0,274.0,446.4
2012-07-04,92.0,81.2,274.5,447.7
2012-07-03,90.5,84.2,273.5,448.2
2012-07-02,89.0,83.3,269.0,441.3
2012-06-29,89.4,81.3,273.0,443.7
2012-06-28,87.9,79.9,272.0,439.8
2012-06-27,86.5,79.3,272.0,437.8
2012-06-26,86.0,78.7,274.5,439.2
2012-06-25,86.5,79.6,280.5,446.6
2012-06-22,86.6,80.1,274.0,440.7
2012-06-21,86.1,80.6,271.0,437.7
2012-06-20,87.0,81.6,276.0,444.6
2012-06-19,86.3,80.5,274.5,441.3
2012-06-18,86.5,80.8,276.5,443.8
2012-06-15,84.5,78.1,265.0,427.6
2012-06-14,82.1,79.2,261.0,422.3
2012-06-13,82.0,80.0,258.0,420.0
2012-06-12,82.5,79.4,255.0,416.9
2012-06-11,83.8,80.4,258.0,422.2
2012-06-08,81.7,77.9,254.0,413.6
2012-06-07,83.9,79.8,260.5,424.2
2012-06-06,82.8,77.8,257.5,418.1
2012-06-05,82.2,78.2,254.0,414.4
2012-06-04,82.0,76.5,245.0,403.5
2012-06-01,85.3,79.9,257.5,422.7
2012-05-31,87.5,85.1,264.0,436.6
2012-05-30,88.9,81.7,267.0,437.6
2012-05-29,89.5,82.3,272.5,444.3
2012-05-28,85.4,81.6,259.0,426.0
2012-05-25,84.1,80.0,254.5,418.6
2012-05-24,85.3,80.6,256.5,422.4
2012-05-23,87.0,79.1,253.0,419.1
2012-05-22,87.2,82.2,262.5,431.9
2012-05-21,83.2,82.5,262.0,427.7
2012-05-18,83.2,81.8,262.0,427.0
2012-05-17,85.7,85.1,272.5,443.3
2012-05-16,82.8,83.4,262.0,428.2
2012-05-15,85.4,85.5,269.0,439.9
2012-05-14,86.9,85.4,264.0,436.3
2012-05-11,86.4,85.5,263.0,434.9
2012-05-10,87.7,85.3,264.0,437.0
2012-05-09,87.3,84.6,265.0,436.9
2012-05-08,88.5,84.4,265.0,437.9
2012-05-07,88.5,85.6,273.5,447.6
2012-05-04,90.0,87.6,271.0,448.6
2012-05-03,90.0,88.9,265.5,444.4
2012-05-02,89.6,88.4,267.0,445.0
2012-04-30,92.4,86.8,253.0,432.2
2012-04-27,99.3,86.0,240.5,425.8
2012-04-26,104.0,84.0,257.0,445.0
2012-04-25,106.0,84.2,263.0,453.2
2012-04-24,103.5,84.6,258.0,446.1
2012-04-23,99.9,84.3,260.5,444.7
2012-04-20,103.0,84.3,260.0,447.3
2012-04-19,105.5,85.8,276.5,467.8
2012-04-18,108.0,85.0,277.5,470.5
2012-04-17,110.0,83.8,274.0,467.8
2012-04-16,114.5,84.9,282.0,481.4
2012-04-13,114.5,84.9,279.5,478.9
2012-04-12,114.0,82.6,278.0,474.6
2012-04-11,113.5,82.4,277.0,472.9
2012-04-10,110.0,82.0,275.5,467.5
2012-04-09,109.5,83.0,273.0,465.5
2012-04-06,111.0,83.8,279.0,473.8
2012-04-05,111.0,83.1,274.5,468.6
2012-04-03,110.0,85.0,277.0,472.0
2012-04-02,111.0,85.1,276.5,472.6
2012-03-30,114.5,84.9,282.5,481.9
2012-03-29,116.0,84.1,274.0,474.1
2012-03-28,113.0,85.5,286.5,485.0
2012-03-27,108.0,85.8,295.0,488.8
2012-03-26,106.0,83.6,296.0,485.6
2012-03-23,106.0,85.4,296.0,487.4
2012-03-22,105.0,85.2,300.0,490.2
2012-03-21,102.5,84.9,302.5,489.9
2012-03-20,102.0,83.2,304.0,489.2
2012-03-19,104.0,83.7,307.0,494.7
2012-03-16,104.5,81.1,309.0,494.6
2012-03-15,104.0,83.2,313.5,500.7
2012-03-14,103.5,83.2,306.0,492.7
2012-03-13,102.5,81.3,303.5,487.3
2012-03-12,100.5,80.0,303.0,483.5
2012-03-09,101.5,80.0,310.0,491.5
2012-03-08,101.0,79.7,312.0,492.7
2012-03-07,98.8,79.1,317.5,495.4
2012-03-06,99.8,79.5,314.0,493.3
2012-03-05,100.5,78.9,308.0,487.4
2012-03-03,101.0,79.3,313.0,493.3
2012-03-02,102.5,80.0,315.0,497.5
2012-03-01,102.5,80.1,303.5,486.1
2012-02-29,102.5,81.1,301.0,484.6
2012-02-24,99.0,79.1,302.0,480.1
2012-02-23,97.1,78.1,304.0,479.2
2012-02-22,97.6,79.7,313.0,490.3
2012-02-21,96.8,80.0,306.0,482.8
2012-02-20,99.7,80.0,308.0,487.7
2012-02-17,101.5,80.0,303.0,484.5
2012-02-16,102.0,78.5,303.0,483.5
2012-02-15,103.5,78.5,317.5,499.5
2012-02-14,101.0,77.3,316.0,494.3
2012-02-13,102.5,76.6,311.5,490.6
2012-02-10,102.0,76.9,291.5,470.4
2012-02-09,103.5,78.0,292.5,474.0
2012-02-08,101.5,77.5,291.0,470.0
2012-02-07,97.3,77.4,285.0,459.7
2012-02-06,94.0,77.4,285.0,456.4
2012-02-04,95.5,76.5,292.0,464.0
2012-02-03,97.6,76.2,292.5,466.3
2012-02-02,96.7,76.8,286.5,460.0
2012-02-01,95.2,77.0,288.0,460.2
2012-01-31,95.3,78.5,282.5,456.3
2012-01-30,93.8,78.7,279.5,452.0
2012-01-18,87.7,76.7,263.0,427.4
2012-01-17,87.0,75.6,263.0,425.6
2012-01-16,83.5,75.3,260.0,418.8
2012-01-13,85.2,77.5,272.0,434.7
2012-01-12,86.6,77.0,272.0,435.6
2012-01-11,86.2,76.5,274.5,437.2
2012-01-10,86.4,76.5,270.0,432.9
2012-01-09,84.3,75.6,267.0,426.9
2012-01-06,83.9,75.6,278.5,438.0
2012-01-05,83.2,76.0,282.0,441.2
2012-01-04,83.2,75.8,280.5,439.5
2012-01-03,82.7,75.7,280.0,438.4
2012-01-02,81.4,75.0,273.0,429.4
2011-12-30,82.9,75.8,277.5,436.2
2011-12-29,82.9,75.8,277.5,436.2
2011-12-28,82.5,75.7,275.5,433.7
2011-12-27,82.2,75.5,279.0,436.7
2011-12-26,82.5,75.0,281.0,438.5
2011-12-23,82.9,75.4,281.5,439.8
2011-12-22,82.0,75.0,268.0,425.0
2011-12-21,82.5,76.0,268.5,427.0
2011-12-20,78.0,72.8,251.0,401.8
2011-12-19,77.8,72.5,243.5,393.8
2011-12-16,80.0,72.7,255.0,407.7
2011-12-15,78.8,72.5,256.5,407.8
2011-12-14,81.9,74.5,267.5,423.9
2011-12-13,81.5,75.2,269.0,425.7
2011-12-12,81.9,75.0,261.0,417.9
2011-12-09,79.7,74.1,260.0,413.8
2011-12-08,81.6,76.3,257.0,414.9
2011-12-07,81.3,76.4,263.5,421.2
2011-12-06,80.0,75.4,262.0,417.4
2011-12-05,82.2,76.3,280.5,439.0
2011-12-02,81.8,76.0,289.0,446.8
2011-12-01,82.8,76.6,287.5,446.9
2011-11-30,79.7,74.6,279.5,433.8
2011-11-29,79.3,73.6,282.5,435.4
2011-11-28,77.9,73.6,281.0,432.5
2011-11-25,75.7,71.6,273.5,420.8
2011-11-24,76.0,72.8,273.5,422.3
2011-11-23,75.2,73.4,284.0,432.6
2011-11-22,77.6,74.0,289.0,440.6
2011-11-21,78.2,73.3,301.0,452.5
2011-11-18,80.1,74.2,308.0,462.3
2011-11-17,81.9,75.7,308.5,466.1
2011-11-16,82.0,75.4,306.0,463.4
2011-11-15,82.5,76.0,315.0,473.5
2011-11-14,83.8,75.9,321.0,480.7
2011-11-11,82.3,73.4,312.5,468.2
2011-11-10,79.1,72.6,309.5,461.2
2011-11-09,82.6,74.1,318.0,474.7
2011-11-08,84.2,74.5,317.0,475.7
2011-11-07,84.1,75.0,317.5,476.6
2011-11-04,84.6,74.6,321.0,480.2
2011-11-03,83.8,73.5,311.0,468.3
2011-11-02,86.9,73.9,326.0,486.8
2011-11-01,86.9,73.8,319.5,480.2
2011-10-31,83.3,73.6,318.0,474.9
2011-10-28,81.7,73.1,324.0,478.8
2011-10-27,80.9,71.9,327.0,479.8
2011-10-26,80.4,71.9,338.0,490.3
2011-10-25,78.8,71.5,339.0,489.3
2011-10-24,75.9,71.7,344.0,491.6
2011-10-21,73.4,70.3,332.0,475.7
2011-10-20,72.7,69.7,326.5,468.9
2011-10-19,74.5,71.1,328.0,473.6
2011-10-18,74.2,70.7,339.0,483.9
2011-10-17,75.0,71.1,336.0,482.1
2011-10-14,72.0,70.3,336.5,478.8
2011-10-13,72.0,70.4,336.0,478.4
2011-10-12,72.9,70.4,329.0,472.3
2011-10-11,73.2,70.0,320.0,463.2
2011-10-07,71.0,69.1,310.5,450.6
2011-10-06,70.0,69.0,330.0,469.0
2011-10-05,67.6,69.1,328.5,465.2
2011-10-04,68.9,69.1,327.0,465.0
2011-10-03,67.8,68.6,325.0,461.4
2011-09-30,69.2,70.0,337.5,476.7
2011-09-29,70.0,70.3,328.5,468.8
2011-09-28,69.0,70.3,333.0,472.3
2011-09-27,68.1,69.9,327.0,465.0
2011-09-26,68.6,67.2,306.0,441.8
2011-09-23,69.0,67.5,324.0,460.5
2011-09-22,70.9,69.0,348.0,487.9
2011-09-21,72.8,72.0,339.0,483.8
2011-09-20,72.5,70.5,326.5,469.5
2011-09-19,71.4,71.2,309.5,452.1
2011-09-16,71.0,71.1,311.0,453.1
2011-09-15,69.9,69.1,296.5,435.5
2011-09-14,67.3,67.2,279.5,414.0
2011-09-13,69.3,68.4,283.5,421.2
2011-09-09,72.7,69.3,282.5,424.5
2011-09-08,71.1,68.7,283.5,423.3
2011-09-07,73.1,68.6,282.5,424.2
2011-09-06,72.1,66.1,274.0,412.2
2011-09-05,73.0,66.6,285.0,424.6
2011-09-02,76.0,67.5,293.5,437.0
2011-09-01,74.1,68.6,290.0,432.7
2011-08-31,73.3,69.4,291.5,434.2
2011-08-30,68.6,69.0,290.0,427.6
2011-08-29,64.2,69.4,289.0,422.6
2011-08-26,64.2,67.9,292.5,424.6
2011-08-25,61.8,67.0,281.0,409.8
2011-08-24,64.8,67.5,280.0,412.3
2011-08-23,66.0,66.8,272.0,404.8
2011-08-22,67.0,65.0,269.0,401.0
2011-08-19,68.0,63.9,252.0,383.9
2011-08-18,71.8,64.4,254.0,390.2
2011-08-17,74.1,65.8,256.0,395.9
2011-08-16,74.2,66.0,262.5,402.7
2011-08-15,74.7,66.8,266.5,408.0
2011-08-12,72.9,65.1,257.0,395.0
2011-08-11,73.7,66.4,264.0,404.1
2011-08-10,73.7,65.8,256.0,395.5
2011-08-09,71.0,63.3,247.0,381.3
2011-08-08,71.2,65.2,231.0,367.4
2011-08-05,73.1,66.6,224.0,363.7
2011-08-04,78.5,70.0,237.5,386.0
2011-08-03,80.6,70.1,251.5,402.2
2011-08-02,83.2,71.4,258.5,413.1
2011-08-01,85.0,72.6,255.0,412.6
2011-07-29,82.3,72.0,258.5,412.8
2011-07-28,90.3,73.0,266.0,429.3
2011-07-27,92.0,73.4,277.0,442.4
2011-07-26,92.2,73.7,281.0,446.9
2011-07-25,91.6,72.0,270.5,434.1
2011-07-22,91.8,72.0,277.0,440.8
2011-07-21,92.3,71.6,271.0,434.9
2011-07-20,93.2,71.6,272.0,436.8
2011-07-19,89.1,68.5,259.5,417.1
2011-07-18,88.5,69.7,251.0,409.2
2011-07-15,92.2,69.9,263.0,425.1
2011-07-14,90.3,70.7,258.0,419.0
2011-07-13,91.7,72.2,247.0,410.9
2011-07-12,95.2,70.3,262.0,427.5
2011-07-11,96.3,71.3,275.0,442.6
2011-07-08,97.7,72.5,288.5,458.7
2011-07-07,97.7,71.6,304.5,473.8
2011-07-06,98.5,72.8,309.0,480.3
2011-07-05,96.1,73.2,309.0,478.3
2011-07-04,96.5,73.5,314.0,484.0
2011-07-01,97.6,72.8,313.5,483.9
2011-06-30,98.5,72.2,312.0,482.7
2011-06-29,97.6,71.4,317.0,486.0
2011-06-28,95.0,72.5,309.0,476.5
2011-06-27,96.0,72.0,311.0,479.0
2011-06-24,97.6,72.9,311.0,481.5
2011-06-23,98.1,74.2,318.0,490.3
2011-06-22,99.0,75.0,321.0,495.0
2011-06-21,100.5,75.9,312.0,488.4
2011-06-20,98.4,74.9,295.0,468.3
2011-06-17,98.7,74.2,301.5,474.4
2011-06-16,98.4,75.5,297.5,471.4
2011-06-15,99.5,77.0,304.0,480.5
2011-06-14,100.5,76.2,304.0,480.7
2011-06-13,100.0,74.7,302.0,476.7
2011-06-10,100.0,75.3,306.0,481.3
2011-06-09,102.0,76.9,312.5,491.4
2011-06-08,100.5,77.5,316.0,494.0
2011-06-07,100.0,77.5,313.5,491.0
2011-06-03,100.5,77.2,319.5,497.2
2011-06-02,100.0,76.4,320.5,496.9
2011-06-01,102.0,77.0,330.0,509.0
2011-05-31,100.5,76.7,320.0,497.2
2011-05-30,100.0,75.1,317.0,492.1
2011-05-27,101.0,74.0,309.5,484.5
2011-05-26,101.5,74.2,307.5,483.2
2011-05-25,101.0,74.5,310.0,485.5
2011-05-24,103.0,74.8,314.0,491.8
2011-05-23,100.0,75.1,310.0,485.1
2011-05-20,103.0,75.5,318.0,496.5
2011-05-19,104.0,75.2,330.0,509.2
2011-05-18,106.0,75.3,340.0,521.3
2011-05-17,104.0,75.6,334.5,514.1
2011-05-16,106.0,74.9,345.5,526.4
2011-05-13,108.5,75.9,352.5,536.9
2011-05-12,109.0,75.7,352.5,537.2
2011-05-11,110.5,75.0,350.0,535.5
2011-05-10,109.0,74.4,352.5,535.9
2011-05-09,109.0,75.5,360.0,544.5
2011-05-06,107.5,75.0,347.5,530.0
2011-05-05,108.0,74.8,347.5,530.3
2011-05-04,106.0,73.8,344.0,523.8
2011-05-03,106.0,74.6,337.5,518.1
2011-04-29,108.5,73.2,316.5,498.2
2011-04-28,109.0,73.0,314.5,496.5
2011-04-27,109.0,72.3,320.5,501.8
2011-04-26,108.5,70.3,313.0,491.8
2011-04-25,107.5,70.3,305.5,483.3
2011-04-22,109.5,70.9,311.0,491.4
2011-04-21,109.5,70.7,314.5,494.7
2011-04-20,108.0,69.8,308.0,485.8
2011-04-19,103.5,68.1,309.0,480.6
2011-04-18,105.0,69.0,320.0,494.0
2011-04-15,105.0,69.2,336.0,510.2
2011-04-14,108.5,69.8,339.0,517.3
2011-04-13,106.5,70.7,347.5,524.7
2011-04-12,105.5,70.1,346.0,521.6
2011-04-11,109.0,71.1,354.0,534.1
2011-04-08,107.5,72.9,350.0,530.4
2011-04-07,109.5,72.8,351.0,533.3
2011-04-06,109.5,72.9,349.5,531.9
2011-04-01,106.0,70.7,343.0,519.7
2011-03-31,103.0,70.6,338.0,511.6
2011-03-30,104.5,70.3,335.5,510.3
2011-03-29,106.0,70.8,341.0,517.8
2011-03-28,105.0,71.0,340.5,516.5
2011-03-25,106.0,71.2,343.0,520.2
2011-03-24,104.5,69.4,342.5,516.4
2011-03-23,103.0,68.7,348.0,519.7
2011-03-22,104.5,68.6,348.0,521.1
2011-03-21,104.0,69.0,341.0,514.0
2011-03-18,100.5,68.3,346.5,515.3
2011-03-17,101.0,67.4,344.0,512.4
2011-03-16,105.5,68.5,328.5,502.5
2011-03-15,109.0,68.0,318.5,495.5
2011-03-14,112.5,70.3,336.0,518.8
2011-03-11,113.0,70.0,345.0,528.0
2011-03-10,113.5,70.5,348.0,532.0
2011-03-09,116.5,71.4,343.0,530.9
2011-03-08,116.0,71.5,341.0,528.5
2011-03-07,117.0,70.9,332.0,519.9
2011-03-04,117.5,71.8,335.5,524.8
2011-03-03,113.5,70.8,340.5,524.8
2011-03-02,112.0,70.4,345.5,527.9
2011-03-01,114.0,71.4,328.0,513.4
2011-02-25,109.0,70.5,334.0,513.5
2011-02-24,109.0,70.5,334.0,513.5
2011-02-23,110.0,71.0,334.0,515.0
2011-02-22,111.5,72.5,331.5,515.5
2011-02-21,114.0,73.4,339.0,526.4
2011-02-18,116.5,73.0,343.0,532.5
2011-02-17,115.0,72.5,339.0,526.5
2011-02-16,115.0,72.1,348.0,535.1
2011-02-15,115.0,72.5,351.5,539.0
2011-02-14,117.0,72.5,348.0,537.5
2011-02-11,116.0,71.4,345.0,532.4
2011-02-10,119.0,72.0,353.5,544.5
2011-02-09,120.0,73.8,345.5,539.3
2011-02-08,124.5,75.5,368.5,568.5
2011-01-28,125.0,76.3,396.0,597.3
2011-01-27,124.0,75.2,406.0,605.2
2011-01-26,120.5,74.6,401.0,596.1
2011-01-25,116.5,75.0,396.0,587.5
2011-01-24,116.0,75.3,394.0,585.3
2011-01-21,115.5,74.6,395.5,585.6
2011-01-20,117.5,76.4,398.0,591.9
2011-01-19,117.0,78.0,401.5,596.5
2011-01-18,115.0,76.8,400.0,591.8
2011-01-17,115.0,75.8,397.5,588.3
2011-01-14,117.0,74.8,405.5,597.3
2011-01-13,117.0,74.6,411.0,602.6
2011-01-12,116.0,74.9,415.0,605.9
2011-01-11,116.0,74.5,398.0,588.5
2011-01-10,113.5,74.2,385.0,572.7
2011-01-07,114.0,72.5,390.0,576.5
2011-01-06,114.5,71.0,411.0,596.5
2011-01-05,114.5,69.8,420.0,604.3
2011-01-04,117.5,71.2,418.0,606.7
2011-01-03,117.5,71.1,415.0,603.6
2010-12-31,117.5,71.0,417.5,606.0
2010-12-30,117.0,70.6,407.5,595.1
2010-12-29,115.5,70.6,410.0,596.1
2010-12-28,117.0,70.9,414.0,601.9
2010-12-27,117.0,70.7,413.0,600.7
2010-12-24,117.0,70.8,423.5,611.3
2010-12-23,118.0,71.0,431.5,620.5
2010-12-22,116.0,71.2,428.5,615.7
2010-12-21,115.5,71.3,434.0,620.8
