站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區,days_in_month,平均每日日照時數,平均每日日射量,ESH
雲林分場,*27.9,*35.9,22.5,,,2019,8,雲林縣,31,,,
義竹分場,28,33.8,23.6,263.5,454.9,2019,8,嘉義縣,31,8.5,14.674193548387096,4.076490967741935
畜試所,,,22.8,,,2019,8,臺南市,31,,,
高雄農改,27.4,35.3,22.9,247.0,519.4,2019,8,屏東縣,31,7.967741935483871,16.75483870967742,4.654494193548387
恆春畜試,*27.9,*33.5,23.4,,,2019,8,屏東縣,31,,,
蘭陽分場,28.3,36.7,23.6,290.0,568.0,2019,8,宜蘭縣,31,9.35483870967742,18.32258064516129,5.090012903225806
花蓮農改,27.9,34.1,22.9,238.75,546.95,2019,8,花蓮縣,31,7.701612903225806,17.643548387096775,4.901377741935484
斑鳩分場,*26.9,*36.1,21.9,,,2019,8,台東縣,31,,,
賓朗果園,26.1,35.8,20.8,260.6,467.5,2019,8,屏東縣,31,8.406451612903227,15.080645161290322,4.189403225806451
臺東茶改,27.5,38.1,22.2,269.3,525.1,2019,8,台東縣,31,8.687096774193549,16.938709677419357,4.705573548387098
臺南農改,*27.5,*35.5,23,,,2019,8,臺南市,31,,,
旗南分場,*27.1,*34.5,22.3,,,2019,8,屏東縣,31,,,
新竹畜試,*27.6,*33.8,22.7,,,2019,8,新竹縣,31,,,
農工中心,*28.7,*34.7,23.3,,,2019,8,桃園市,31,,,
文山茶改,*26.4,*35.1,21.1,,,2019,8,台北市,31,,,
大湖分場,*26.0,*34.5,20.6,,,2019,8,苗栗縣,31,,,
種苗繁殖,*25.3,*33.8,20.7,,,2019,8,台中市,31,,,
凍頂茶改,*25.6,*33.7,20.9,,,2019,8,南投縣,31,,,
魚池茶改,*22.7,*31.5,18.3,,,2019,8,南投縣,31,,,
臺大竹山,*27.1,*34.9,22.5,,,2019,8,南投縣,31,,,
嘉義農試,27.2,35.6,22.5,247.6,418.9,2019,8,嘉義縣,31,7.987096774193549,13.51290322580645,3.7538845161290317
鳳山農試,*27.9,*34.8,23.5,,,2019,8,高雄市,31,,,
農業試驗所,28.1,36,23.8,277.1,505.4,2019,8,台中市,31,8.938709677419356,16.30322580645161,4.529036129032257
文山茶改,*23.4,*31.4,17.5,,,2019,9,台北市,30,,,
桃園農改,,,19,,,2019,9,桃園市,30,,,
茶改場,,,18.6,,,2019,9,桃園市,30,,,
農工中心,*26.0,*35.2,18.7,,,2019,9,桃園市,30,,,
五峰站,*20.3,*30.1,13.7,,,2019,9,新竹縣,30,,,
大湖分場,*24.9,*34.3,17.5,,,2019,9,苗栗縣,30,,,
新竹畜試,*25.7,*34.3,18.2,,,2019,9,新竹縣,30,,,
苗栗農改,26.6,35.55,18.6,223.45,,2019,9,苗栗縣,30,7.448333333333333,,
種苗繁殖,*24.2,*31.9,17.4,,,2019,9,台中市,30,,,
農業試驗所,*27.2,*34.6,20.8,,,2019,9,台中市,30,,,
臺中農改,27.5,35.2,21.1,279.5,571.0,2019,9,彰化縣,30,9.316666666666666,19.03333333333333,5.287459999999999
凍頂茶改,24.7,32.2,19.3,255.3,480.6,2019,9,南投縣,30,8.51,16.02,4.450355999999999
臺大溪頭,19.85,27.2,14.4,134.65,,2019,9,南投縣,30,4.488333333333333,,
魚池茶改,22,29.1,15.9,250.7,417.0,2019,9,南投縣,30,8.356666666666666,13.9,3.86142
雲林分場,*27.2,*36.1,20.4,,,2019,9,雲林縣,30,,,
嘉義農試,26.5,34.7,20,272.3,498.4,2019,9,嘉義縣,30,9.076666666666666,16.613333333333333,4.615184
義竹分場,*27.3,*33.8,20.5,,,2019,9,嘉義縣,30,,,
畜試所,,,20.6,,,2019,9,臺南市,30,,,
臺南農改,*26.9,*34.4,20.4,,,2019,9,臺南市,30,,,
旗南農改,*27.3,*34.9,21.3,,,2019,9,屏東縣,30,,,
鳳山農試,27.7,33.8,22.4,281.3,513.7,2019,9,高雄市,30,9.376666666666669,17.123333333333335,4.756862
恆春畜試,27.2,33.7,21.6,257.4,478.7,2019,9,屏東縣,30,8.58,15.956666666666669,4.432762
高雄農改,27.55,35,22.6,,604.4,2019,9,屏東縣,30,,20.146666666666665,5.596743999999999
蘭陽分場,26,33.9,21.1,219.5,407.1,2019,9,宜蘭縣,30,7.316666666666666,13.57,3.769746
花蓮農改,26.7,33.65,19.7,218.45,467.05,2019,9,花蓮縣,30,7.281666666666666,15.568333333333332,4.324883
斑鳩分場,*25.4,*32.4,19.6,,,2019,9,台東縣,30,,,
臺東茶改,*25.9,*34.4,19.7,,,2019,9,台東縣,30,,,
賓朗果園,*24.7,*32.1,19.2,,,2019,9,屏東縣,30,,,
茶改場,23.3,32.5,18,264.7,521.0,2019,10,桃園市,31,8.538709677419355,16.806451612903224,4.668832258064516
桃園農改,24.3,34.8,19.1,274.5,560.6,2019,10,桃園市,31,8.85483870967742,18.083870967741937,5.02369935483871
五峰站,18.7,29.1,13.1,213.4,400.3,2019,10,新竹縣,31,6.883870967741935,12.912903225806453,3.5872045161290322
苗栗農改,23.8,34.7,16.3,278.1,553.0,2019,10,苗栗縣,31,8.970967741935485,17.838709677419356,4.955593548387097
台中農改,25.4,34.6,18.9,291.5,568.5,2019,10,台中市,31,9.403225806451612,18.33870967741936,5.0944935483870974
臺大溪頭,18,25.4,12.7,160.4,226.1,2019,10,南投縣,31,5.174193548387097,7.293548387096774,2.0261477419354836
雲林分場,*25.3,*35.4,17.9,,,2019,10,雲林縣,31,,,
義竹分場,25.6,33.9,18.9,294.1,548.4,2019,10,嘉義縣,31,9.48709677419355,17.690322580645162,4.914371612903226
畜試所,,,19.1,,,2019,10,臺南市,31,,,
高雄農改,26.3,34.1,21.4,267.7,628.7,2019,10,屏東縣,31,8.635483870967741,20.280645161290323,5.633963225806451
恆春畜試,26.3,33.3,21.1,270.1,557.0,2019,10,屏東縣,31,8.712903225806452,17.967741935483872,4.9914387096774195
蘭陽分場,23.7,34.3,18,199.8,364.4,2019,10,宜蘭縣,31,6.445161290322581,11.75483870967742,3.2654941935483874
花蓮農改,24,32.4,18.1,213.0,335.7,2019,10,花蓮縣,31,6.870967741935484,10.829032258064515,3.0083051612903224
斑鳩分場,23.5,33.4,17.1,226.5,395.0,2019,10,台東縣,31,7.306451612903226,12.741935483870968,3.5397096774193546
賓朗果園,22.7,32.8,16.7,225.1,404.0,2019,10,屏東縣,31,7.261290322580645,13.03225806451613,3.6203612903225806
臺東茶改,23.8,34.5,17.9,242.6,460.6,2019,10,台東縣,31,7.825806451612903,14.858064516129032,4.127570322580645
臺南農改,25.5,33.8,18.7,279.1,500.2,2019,10,臺南市,31,9.003225806451614,16.135483870967743,4.482437419354839
旗南分場,*26.0,*33.3,20.2,,,2019,10,屏東縣,31,,,
新竹畜試,23.6,32.8,16,282.1,576.3,2019,10,新竹縣,31,9.1,18.59032258064516,5.164391612903225
農工中心,23.9,33,19.1,255.9,461.7,2019,10,桃園市,31,8.25483870967742,14.893548387096772,4.137427741935483
文山茶改,21.1,31.6,16.6,201.9,383.8,2019,10,台北市,31,6.512903225806451,12.380645161290325,3.4393432258064522
大湖分場,*22.8,*34.4,15.5,,,2019,10,苗栗縣,31,,,
種苗繁殖,*22.5,*31.7,16,,,2019,10,台中市,31,,,
凍頂茶改,*23.2,*31.8,17.6,,,2019,10,南投縣,31,,,
魚池茶改,20.8,28.6,15.6,267.8,439.6,2019,10,南投縣,31,8.638709677419355,14.180645161290323,3.9393832258064516
臺大竹山,*24.9,*32.9,19.2,,,2019,10,南投縣,31,,,
嘉義農試,24.8,34.7,18,277.4,488.8,2019,10,嘉義縣,31,8.948387096774193,15.76774193548387,4.38027870967742
鳳山農試,26.6,33.5,21.5,272.7,498.2,2019,10,高雄市,31,8.796774193548387,16.070967741935483,4.464514838709677
農業試驗所,25.15,34.3,18.9,,522.55,2019,10,台中市,31,,16.856451612903225,4.682722258064516
茶改場,20,28.5,13.9,221.7,403.9,2019,11,桃園市,30,7.39,13.463333333333331,3.7401139999999993
桃園農改,20.9,29.3,14.9,232.7,412.9,2019,11,桃園市,30,7.756666666666666,13.763333333333332,3.8234539999999995
五峰站,16.1,25.3,8.7,199.6,400.7,2019,11,新竹縣,30,6.653333333333333,13.356666666666666,3.7104819999999994
苗栗農改,20.5,29.7,12.7,250.8,440.2,2019,11,苗栗縣,30,8.360000000000001,14.673333333333334,4.076252
台中農改,*22.3,*30.5,15.5,,,2019,11,台中市,30,,,
臺大溪頭,15.7,24.6,9.6,176.2,257.1,2019,11,南投縣,30,5.873333333333333,8.57,2.380746
雲林分場,22.2,31.8,14.6,258.6,448.6,2019,11,雲林縣,30,8.620000000000001,14.953333333333337,4.1540360000000005
義竹分場,22.1,31.1,13.9,259.3,459.3,2019,11,嘉義縣,30,8.643333333333334,15.31,4.253118
畜試所,*22.4,*31.4,14.4,,,2019,11,臺南市,30,,,
高雄農改,23.7,32.2,16.2,262.2,569.7,2019,11,屏東縣,30,8.74,18.99,5.275422
恆春畜試,24.6,31.6,19.2,251.1,437.3,2019,11,屏東縣,30,8.37,14.576666666666666,4.049398
蘭陽分場,20.4,28.9,14.9,139.1,215.5,2019,11,宜蘭縣,30,4.636666666666667,7.183333333333334,1.99553
花蓮農改,*21.6,*28.5,14,,,2019,11,花蓮縣,30,,,
斑鳩分場,*21.7,*30.0,14.2,,,2019,11,台東縣,30,,,
賓朗果園,20.9,29,13.3,218.9,392.3,2019,11,屏東縣,30,7.296666666666667,13.076666666666666,3.632698
臺東茶改,21.6,31.1,12.8,230.2,396.3,2019,11,台東縣,30,7.673333333333333,13.21,3.669738
臺南農改,22.4,31.4,14,257.7,443.4,2019,11,臺南市,30,8.59,14.78,4.105884
旗南分場,*23.0,*31.7,14.5,,,2019,11,屏東縣,30,,,
新竹畜試,20.5,29.1,12.5,249.9,444.9,2019,11,新竹縣,30,8.33,14.83,4.119774
農工中心,20.6,28.2,14.6,196.3,346.7,2019,11,桃園市,30,6.543333333333334,11.556666666666668,3.2104420000000005
文山茶改,18.1,26.5,12.5,147.6,236.8,2019,11,台北市,30,4.92,7.893333333333333,2.1927679999999996
大湖分場,19.5,29.2,11.5,258.7,470.9,2019,11,苗栗縣,30,8.623333333333333,15.696666666666664,4.3605339999999995
種苗繁殖,19.3,28.9,12.1,266.2,486.2,2019,11,台中市,30,8.873333333333333,16.206666666666667,4.502212
凍頂茶改,*20.5,*28.8,14.3,,,2019,11,南投縣,30,,,
魚池茶改,18.8,27.7,12.1,260.6,479.8,2019,11,南投縣,30,8.686666666666667,15.993333333333334,4.442948
臺大竹山,*22.0,*30.9,15.8,,,2019,11,南投縣,30,,,
嘉義農試,21.8,31.4,14.3,257.5,435.9,2019,11,嘉義縣,30,8.583333333333334,14.53,4.036434
鳳山農試,23.7,31.9,16.7,258.5,441.7,2019,11,高雄市,30,8.616666666666667,14.723333333333333,4.090141999999999
農業試驗所,22.4,31.2,15,264.3,506.9,2019,11,台中市,30,8.81,16.896666666666665,4.693893999999999
文山茶改,15.6,25.8,9.2,139.9,209.8,2019,12,台北市,31,4.512903225806451,6.767741935483872,1.8800787096774194
桃園農改,*17.5,*27.1,11.5,,,2019,12,桃園市,31,,,
茶改場,*16.8,*26.8,10.1,,,2019,12,桃園市,31,,,
農工中心,*17.4,*27.1,11.2,,,2019,12,桃園市,31,,,
五峰站,*13.2,*23.2,4.8,,,2019,12,新竹縣,31,,,
大湖分場,*16.3,*27.5,7.6,,,2019,12,苗栗縣,31,,,
新竹畜試,*17.0,*27.9,8.2,,,2019,12,新竹縣,31,,,
苗栗農改,*17.2,*28.5,8.8,,,2019,12,苗栗縣,31,,,
種苗繁殖,*15.9,*26.0,7.1,,,2019,12,台中市,31,,,
農業試驗所,19.95,31.25,10.7,173.25,283.4,2019,12,台中市,31,5.588709677419355,9.141935483870968,2.539629677419355
臺中農改,*18.8,*28.9,10.7,,,2019,12,彰化縣,31,,,
凍頂茶改,*17.0,*27.0,9.7,,,2019,12,南投縣,31,,,
臺大溪頭,14.8,24.3,6.9,175.4,287.55,2019,12,南投縣,31,5.658064516129032,9.275806451612905,2.5768190322580646
魚池茶改,*15.6,*25.2,9,,,2019,12,南投縣,31,,,
雲林分場,*18.7,*30.1,9.5,,,2019,12,雲林縣,31,,,
嘉義農試,18.3,29.3,10,219.8,369.4,2019,12,嘉義縣,31,7.090322580645162,11.916129032258064,3.3103006451612904
義竹分場,18.5,28.9,9.7,230.3,378.0,2019,12,嘉義縣,31,7.429032258064517,12.193548387096774,3.3873677419354835
畜試所,*18.9,*29.0,10.4,,,2019,12,臺南市,31,,,
臺南農改,*18.6,*29.4,10,,,2019,12,臺南市,31,,,
旗南農改,19.7,29.5,11,240.0,403.7,2019,12,屏東縣,31,7.741935483870968,13.02258064516129,3.617672903225806
鳳山農試,20.5,30.1,11.9,245.2,390.6,2019,12,高雄市,31,7.909677419354838,12.6,3.5002799999999996
恆春畜試,*22.3,*29.4,17.6,,,2019,12,屏東縣,31,,,
高雄農改,*20.4,*30.3,12,,,2019,12,屏東縣,31,,,
蘭陽分場,*18.0,*27.4,12.7,,,2019,12,宜蘭縣,31,,,
花蓮農改,*19.1,*27.1,10.8,,,2019,12,花蓮縣,31,,,
斑鳩分場,*19.0,*28.1,10.7,,,2019,12,台東縣,31,,,
臺東茶改,*19.0,*29.7,8.8,,,2019,12,台東縣,31,,,
賓朗果園,*18.3,*26.8,11.3,,,2019,12,屏東縣,31,,,
茶改北部分場,14.4,24.9,3.8,156.7,273.2,2020,1,新北市,31,5.054838709677419,8.812903225806451,2.448224516129032
桃園農改,16.1,27.1,6.5,196.5,329.3,2020,1,桃園市,31,6.338709677419355,10.62258064516129,2.9509529032258066
茶改場,15.4,27,3.9,178.8,320.5,2020,1,桃園市,31,5.767741935483872,10.338709677419354,2.8720935483870966
農工中心,*16.2,*26.7,7.5,,,2020,1,桃園市,31,,,
桃改五峰分場,12,21.9,0,174.4,312.4,2020,1,新竹縣,31,5.625806451612903,10.077419354838709,2.7995070967741933
畜試北區分所,15.8,27.4,6.5,224.4,358.8,2020,1,苗栗縣,31,7.238709677419355,11.574193548387097,3.2153109677419356
苗改生物防治研究中心,15,27.3,1.8,235.5,405.3,2020,1,苗栗縣,31,7.596774193548387,13.074193548387097,3.632010967741935
苗栗農改,15.9,28.3,5.6,217.2,355.7,2020,1,苗栗縣,31,7.006451612903225,11.474193548387095,3.187530967741935
種苗繁殖,14.55,27.5,-0.5,250.95,440.6,2020,1,台中市,31,8.095161290322581,14.212903225806452,3.948344516129032
農業試驗所,17.5,29.4,4.4,260.4,481.8,2020,1,台中市,31,8.399999999999999,15.541935483870969,4.317549677419355
臺中農改,17.4,28.2,8.2,259.1,459.3,2020,1,彰化縣,31,8.358064516129033,14.816129032258065,4.115920645161291
臺大溪頭,11.8,20.8,0.8,183.5,292.7,2020,1,南投縣,31,5.919354838709677,9.441935483870967,2.6229696774193547
茶改中部分場,14.6,24.5,3,248.3,468.6,2020,1,南投縣,31,8.009677419354839,15.116129032258064,4.19926064516129
茶改南部分場,16,26.6,3.8,238.1,382.4,2020,1,南投縣,31,7.680645161290323,12.33548387096774,3.426797419354838
南改斗南分場,17.6,30,4.2,257.6,452.6,2020,1,雲林縣,31,8.30967741935484,14.6,4.05588
農試嘉義分所,17.2,29.4,3.8,255.2,460.3,2020,1,嘉義市,31,8.23225806451613,14.848387096774196,4.124881935483872
南改義竹分場,17.5,29,6.7,263.1,475.9,2020,1,嘉義縣,31,8.48709677419355,15.351612903225806,4.264678064516129
畜試所,17.9,29.2,5.3,253.5,469.0,2020,1,臺南市,31,8.17741935483871,15.129032258064516,4.202845161290322
臺南農改,*17.9,*29.5,4.4,,,2020,1,臺南市,31,,,
農試鳳山分所,19.6,29.5,9.4,260.5,461.3,2020,1,高雄市,31,8.403225806451612,14.880645161290325,4.133843225806452
高改旗南分場,18.9,29.5,6.2,262.1,455.7,2020,1,高雄市,31,8.45483870967742,14.7,4.08366
畜試南區分所,21.9,29.2,15.1,247.0,424.6,2020,1,屏東縣,31,7.967741935483871,13.696774193548388,3.804963870967742
高雄農改,19.6,31,7,274.7,598.8,2020,1,屏東縣,31,8.861290322580645,19.316129032258065,5.36602064516129
花改蘭陽分場,17.6,26.8,7.1,185.5,281.6,2020,1,宜蘭縣,31,5.983870967741935,9.083870967741936,2.5234993548387097
花蓮農改,18.4,27.6,8.7,151.1,243.8,2020,1,花蓮縣,31,4.874193548387097,7.864516129032259,2.1847625806451614
東改班鳩分場,18.2,26.9,9.7,175.1,263.8,2020,1,臺東縣,31,5.648387096774194,8.509677419354839,2.363988387096774
東改賓朗果園,17.4,26.4,8.9,176.5,278.8,2020,1,臺東縣,31,5.693548387096774,8.993548387096775,2.498407741935484
茶改東部分場,18.4,28.5,10.1,203.8,318.6,2020,1,臺東縣,31,6.574193548387097,10.27741935483871,2.8550670967741936
茶改北部分場,*15.2,*26.7,5.6,,,2020,2,新北市,29,,,
桃園農改,*16.8,*29.0,8.1,,,2020,2,桃園市,29,,,
茶改場,*16.2,*28.1,7.4,,,2020,2,桃園市,29,,,
農工中心,*16.9,*27.5,8.4,,,2020,2,桃園市,29,,,
桃改五峰分場,*12.7,*23.7,1.7,,,2020,2,新竹縣,29,,,
畜試北區分所,*16.2,*28.4,3.7,,,2020,2,苗栗縣,29,,,
苗改生物防治研究中心,*15.5,*29.2,2.7,,,2020,2,苗栗縣,29,,,
苗栗農改,,,4.2,,,2020,2,苗栗縣,29,,,
種苗繁殖,*15.5,*27.0,3,,,2020,2,台中市,29,,,
農業試驗所,19.5,30.1,7,159.7,311.95,2020,2,台中市,29,5.506896551724138,10.756896551724138,2.9882658620689653
臺中農改,*18.2,*29.3,7.2,,,2020,2,彰化縣,29,,,
臺大溪頭,13.55,22.55,2.4,170.6,322.35,2020,2,南投縣,29,5.882758620689655,11.115517241379312,3.0878906896551728
茶改中部分場,*15.2,*25.7,5.7,,,2020,2,南投縣,29,,,
茶改南部分場,*16.6,*28.0,6.6,,,2020,2,南投縣,29,,,
南改斗南分場,*18.3,*32.0,5.5,,,2020,2,雲林縣,29,,,
農試嘉義分所,*18.0,*30.5,6.3,,,2020,2,嘉義市,29,,,
南改義竹分場,*18.4,*29.6,6.8,,,2020,2,嘉義縣,29,,,
畜試所,19.95,30.55,7.4,245.7,488.9,2020,2,臺南市,29,8.472413793103447,16.858620689655172,4.6833248275862065
臺南農改,*18.7,*31.0,6.9,,,2020,2,臺南市,29,,,
農試鳳山分所,*20.5,*30.5,10.4,,,2020,2,高雄市,29,,,
高改旗南分場,*19.7,*31.3,7.6,,,2020,2,高雄市,29,,,
畜試南區分所,*21.7,*28.5,14.9,,,2020,2,屏東縣,29,,,
高雄農改,21.7,32.35,9.1,255.55,624.95,2020,2,屏東縣,29,8.812068965517241,21.55,5.98659
花改蘭陽分場,*17.7,*28.4,8.1,,,2020,2,宜蘭縣,29,,,
花蓮農改,,,10.6,,,2020,2,花蓮縣,29,,,
東改班鳩分場,,,8.2,,,2020,2,臺東縣,29,,,
東改賓朗果園,*17.3,*27.4,7.4,,,2020,2,臺東縣,29,,,
茶改東部分場,*18.5,*29.8,8.2,,,2020,2,臺東縣,29,,,
茶改北部分場,17.2,29.8,10.4,186.5,334.2,2020,3,新北市,31,6.016129032258065,10.78064516129032,2.9948632258064505
桃園農改,19.2,29.7,11.5,216.8,371.1,2020,3,桃園市,31,6.993548387096775,11.970967741935484,3.325534838709677
茶改場,18.5,31.4,10.7,199.1,358.1,2020,3,桃園市,31,6.422580645161291,11.551612903225807,3.2090380645161294
農工中心,19,31.1,12.2,196.0,331.7,2020,3,桃園市,31,6.32258064516129,10.7,2.97246
桃改五峰分場,15.2,26.2,7.3,193.9,356.9,2020,3,新竹縣,31,6.254838709677419,11.51290322580645,3.1982845161290316
畜試北區分所,19.2,31,9.7,242.8,430.6,2020,3,苗栗縣,31,7.83225806451613,13.890322580645162,3.8587316129032256
苗改生物防治研究中心,18.9,32.3,9.3,244.9,,2020,3,苗栗縣,31,7.9,,
苗栗農改,18.9,32.25,10.4,214.4,390.1,2020,3,苗栗縣,31,6.916129032258064,12.583870967741936,3.4957993548387094
種苗繁殖,19,30.1,9.6,266.0,485.0,2020,3,台中市,31,8.580645161290322,15.64516129032258,4.346225806451613
農業試驗所,21.8,32,12.4,267.9,534.8,2020,3,台中市,31,8.641935483870967,17.251612903225805,4.792498064516129
臺中農改,21.5,32.6,13.7,270.5,,2020,3,彰化縣,31,8.725806451612904,,
臺大溪頭,15.5,26.7,7.1,174.1,295.6,2020,3,南投縣,31,5.616129032258065,9.535483870967743,2.648957419354839
茶改中部分場,17.8,27.7,9.5,251.5,453.7,2020,3,南投縣,31,8.112903225806452,14.63548387096774,4.065737419354838
茶改南部分場,19.7,31.1,11.9,239.0,419.2,2020,3,南投縣,31,7.709677419354839,13.52258064516129,3.756572903225806
南改斗南分場,21.8,34.4,12.2,276.1,516.6,2020,3,雲林縣,31,8.906451612903227,16.664516129032258,4.629402580645161
農試嘉義分所,21.4,32.7,13,273.9,510.4,2020,3,嘉義市,31,8.83548387096774,16.46451612903226,4.573842580645161
南改義竹分場,21.8,32.6,14.1,286.8,566.9,2020,3,嘉義縣,31,9.251612903225809,18.287096774193547,5.080155483870967
畜試所,21.65,32.7,14.9,266.6,531.1,2020,3,臺南市,31,8.600000000000001,17.13225806451613,4.75934129032258
臺南農改,22.1,33.7,14.3,286.9,570.3,2020,3,臺南市,31,9.25483870967742,18.396774193548385,5.110623870967741
農試鳳山分所,23.7,33,16.1,280.4,561.1,2020,3,高雄市,31,9.04516129032258,18.1,5.02818
高改旗南分場,23,32.8,14,278.4,541.5,2020,3,高雄市,31,8.980645161290322,17.467741935483872,4.852538709677419
畜試南區分所,23.8,31.6,17,286.6,577.0,2020,3,屏東縣,31,9.24516129032258,18.61290322580645,5.170664516129031
高雄農改,23.8,34.2,15.4,284.6,704.3,2020,3,屏東縣,31,9.180645161290323,22.71935483870968,6.311436774193549
花改蘭陽分場,19.9,29.9,12.7,202.0,348.7,2020,3,宜蘭縣,31,6.516129032258065,11.248387096774191,3.12480193548387
花蓮農改,20.4,29.5,12.6,186.4,298.2,2020,3,花蓮縣,31,6.012903225806451,9.619354838709675,2.672256774193548
東改班鳩分場,20.6,31.2,12.8,197.4,302.4,2020,3,臺東縣,31,6.367741935483871,9.75483870967742,2.7098941935483873
東改賓朗果園,19.9,30.2,12.7,205.0,325.7,2020,3,臺東縣,31,6.612903225806452,10.506451612903223,2.9186922580645156
茶改東部分場,20.9,31.8,13.1,216.4,340.7,2020,3,臺東縣,31,6.980645161290322,10.99032258064516,3.0531116129032254
茶改北部分場,17.2,28.6,9.2,163.0,304.5,2020,4,新北市,30,5.433333333333334,10.15,2.81967
桃園農改,19.8,29.6,8.7,233.1,422.3,2020,4,桃園市,30,7.77,14.076666666666666,3.9104979999999996
茶改場,18.8,29.4,8.1,196.9,369.8,2020,4,桃園市,30,6.5633333333333335,12.326666666666666,3.4243479999999997
農工中心,19.5,28.8,10.7,191.8,360.9,2020,4,桃園市,30,6.3933333333333335,12.03,3.3419339999999997
桃改五峰分場,15.3,26.2,2.8,203.0,345.1,2020,4,新竹縣,30,6.766666666666667,11.503333333333334,3.195626
畜試北區分所,19.3,29.1,6.8,248.6,457.2,2020,4,苗栗縣,30,8.286666666666667,15.24,4.233672
苗改生物防治研究中心,*18.7,*31.2,5,,,2020,4,苗栗縣,30,,,
苗栗農改,19.6,30.8,6.8,242.4,446.2,2020,4,苗栗縣,30,8.08,14.873333333333331,4.131811999999999
種苗繁殖,19.1,29.7,5.8,253.4,488.1,2020,4,台中市,30,8.446666666666667,16.27,4.519806
農業試驗所,21.7,32.4,8.8,209.6,433.0,2020,4,台中市,30,6.986666666666666,14.433333333333334,4.00958
臺中農改,21.5,33.9,13.9,274.4,536.6,2020,4,彰化縣,30,9.146666666666668,17.886666666666667,4.968916
臺大溪頭,15.6,26.3,7.1,177.5,299.4,2020,4,南投縣,30,5.916666666666667,9.98,2.772444
茶改中部分場,17.8,27.2,7.5,243.8,438.9,2020,4,南投縣,30,8.126666666666667,14.63,4.064214
茶改南部分場,19.9,31.1,10.3,232.3,419.1,2020,4,南投縣,30,7.743333333333334,13.97,3.880866
南改斗南分場,21.7,34.6,10.6,277.6,544.7,2020,4,雲林縣,30,9.253333333333334,18.15666666666667,5.043922000000001
農試嘉義分所,21.5,33.8,9.8,271.5,534.8,2020,4,嘉義市,30,9.05,17.826666666666664,4.952247999999999
南改義竹分場,21.9,32.9,11.6,287.8,594.7,2020,4,嘉義縣,30,9.593333333333334,19.82333333333333,5.506921999999999
畜試所,*22.6,*33.8,12.1,,,2020,4,臺南市,30,,,
臺南農改,22.4,33.1,12.2,285.4,586.9,2020,4,臺南市,30,9.513333333333332,19.563333333333333,5.4346939999999995
農試鳳山分所,24,33.3,15.4,277.0,570.2,2020,4,高雄市,30,9.233333333333333,19.006666666666668,5.280052
高改旗南分場,23.3,34.7,12.9,274.8,546.8,2020,4,高雄市,30,9.16,18.226666666666667,5.063368
畜試南區分所,24.5,32.6,17.3,290.2,596.4,2020,4,屏東縣,30,9.673333333333334,19.88,5.522664
高雄農改,24.2,35.4,14.2,292.5,729.8,2020,4,屏東縣,30,9.75,24.326666666666664,6.757947999999999
花改蘭陽分場,19.7,30.4,8.9,178.7,307.4,2020,4,宜蘭縣,30,5.956666666666666,10.246666666666666,2.8465239999999996
花蓮農改,20.5,30.9,11.9,157.8,256.1,2020,4,花蓮縣,30,5.260000000000001,8.536666666666667,2.371486
東改班鳩分場,20.6,31.7,14.2,178.9,252.6,2020,4,臺東縣,30,5.963333333333334,8.42,2.339076
東改賓朗果園,19.8,30.5,13.4,176.0,265.2,2020,4,臺東縣,30,5.866666666666666,8.84,2.455752
茶改東部分場,20.8,31.9,14.3,194.4,296.0,2020,4,臺東縣,30,6.48,9.866666666666667,2.74096
茶改北部分場,23.4,32.2,18.2,224.4,417.0,2020,5,新北市,31,7.238709677419355,13.451612903225806,3.7368580645161287
桃園農改,25.7,32.3,18.5,272.8,532.2,2020,5,桃園市,31,8.8,17.16774193548387,4.769198709677419
茶改場,25,33.3,18.9,252.5,494.5,2020,5,桃園市,31,8.14516129032258,15.951612903225806,4.431358064516129
農工中心,25.5,32.5,-39.9,254.4,472.9,2020,5,桃園市,31,8.206451612903226,15.25483870967742,4.237794193548387
桃改五峰分場,21,30.8,16.6,243.5,412.8,2020,5,新竹縣,31,7.854838709677419,13.316129032258065,3.69922064516129
畜試北區分所,25.7,34.1,18.2,279.6,547.0,2020,5,苗栗縣,31,9.019354838709678,17.64516129032258,4.901825806451613
苗改生物防治研究中心,*25.0,*35.3,16.9,,,2020,5,苗栗縣,31,,,
苗栗農改,26.3,36.3,19.1,275.4,527.3,2020,5,苗栗縣,31,8.883870967741935,17.009677419354837,4.725288387096773
種苗繁殖,24.6,34,18.3,278.1,560.3,2020,5,台中市,31,8.970967741935485,18.074193548387097,5.021010967741935
農業試驗所,27.1,35.1,20.7,184.1,365.2,2020,5,台中市,31,5.938709677419355,11.78064516129032,3.2726632258064505
臺中農改,27.2,35.3,20.9,292.0,570.3,2020,5,彰化縣,31,9.419354838709678,18.396774193548385,5.110623870967741
臺大溪頭,19.7,27.7,14.3,205.0,336.5,2020,5,南投縣,31,6.612903225806452,10.85483870967742,3.0154741935483873
茶改中部分場,21.9,31.1,16.9,248.1,440.4,2020,5,南投縣,31,8.003225806451614,14.206451612903225,3.9465522580645156
茶改南部分場,24.4,33.2,19.2,259.0,462.1,2020,5,南投縣,31,8.35483870967742,14.906451612903227,4.141012258064516
