站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區,days_in_month,平均每日日照時數,平均每日日射量,ESH
五峰站,16.4,25.3,4.9,70.3,250.07,2003,11,新竹縣,30,2.3433333333333333,8.335666666666667,2.3156482
苗栗農改,21.5,32.2,10.4,,286.63,2003,11,苗栗縣,30,,9.554333333333334,2.6541938000000003
農業試驗所,22.9,32.4,13,136.6,262.12,2003,11,台中市,30,4.553333333333333,8.737333333333334,2.4272312
臺中農改,22.8,31.7,13.5,182.5,243.73,2003,11,彰化縣,30,6.083333333333333,8.124333333333333,2.2569397999999996
臺大溪頭,16.4,25.7,7.4,,215.02,2003,11,南投縣,30,,7.167333333333334,1.9910852
雲林分場,,,,,256.71,2003,11,雲林縣,30,,8.556999999999999,2.3771345999999993
義竹分場,22.8,32.4,13.8,,373.44,2003,11,嘉義縣,30,,12.448,3.4580544
畜試所,23,31.6,13.5,84.4,243.8,2003,11,臺南市,30,2.813333333333333,8.126666666666667,2.257588
恆春畜試,24.7,30.4,19.2,116.0,432.56,2003,11,屏東縣,30,3.8666666666666663,14.418666666666669,4.0055056
高雄農改,24.5,32.1,14.4,94.5,222.83,2003,11,屏東縣,30,3.15,7.427666666666667,2.0634058
蘭陽分場,20.05,29.4,14.5,74.45,203.855,2003,11,宜蘭縣,30,2.481666666666667,6.795166666666666,1.8876972999999997
花蓮農改,22.4,29.9,15.3,69.4,236.78,2003,11,花蓮縣,30,2.313333333333333,7.892666666666667,2.1925828
斑鳩分場,21.8,31.1,14.4,84.0,185.99,2003,11,台東縣,30,2.8,6.199666666666667,1.7222674000000002
桃園農改,16.2,24.6,9.7,169.6,317.73,2003,12,桃園市,31,5.470967741935484,10.249354838709678,2.8472707741935483
五峰站,10.7,20,1.3,136.2,253.335,2003,12,新竹縣,31,4.393548387096774,8.172096774193548,2.2702084838709675
台中農改,17.1,27.3,8.8,218.7,265.75,2003,12,台中市,31,7.054838709677419,8.57258064516129,2.381462903225806
雲林分場,16.7,29.4,6.5,181.0,289.14,2003,12,雲林縣,31,5.838709677419355,9.327096774193548,2.5910674838709675
義竹分場,17.1,29.3,7.5,,416.72,2003,12,嘉義縣,31,,13.442580645161293,3.734348903225807
高雄農改,19.8,31.1,11.3,131.4,254.32,2003,12,屏東縣,31,4.238709677419355,8.203870967741935,2.2790353548387094
斑鳩分場,17.4,27.3,11.1,88.9,186.92,2003,12,台東縣,31,2.867741935483872,6.029677419354838,1.675044387096774
花蓮農改,17.9,26.4,12,78.7,229.24,2003,12,花蓮縣,31,2.5387096774193547,7.39483870967742,2.0542861935483874
蘭陽分場,18.2,27.25,9.3,76.0,194.61,2003,12,宜蘭縣,31,2.4516129032258065,6.277741935483872,1.7439567096774198
茶改場,15.4,25.4,8.8,163.7,160.98,2003,12,桃園市,31,5.280645161290322,5.192903225806451,1.4425885161290322
畜試所,19.25,30.35,9.9,163.7,260.7,2003,12,臺南市,31,5.280645161290322,8.40967741935484,2.3362083870967743
恆春畜試,21.3,27.9,15.6,146.1,437.27,2003,12,屏東縣,31,4.712903225806452,14.105483870967742,3.9185034193548387
農業試驗所,16.9,29.9,7,197.9,292.09,2003,12,台中市,31,6.383870967741935,9.422258064516129,2.6175032903225803
苗栗農改,15.7,27.2,6.2,,358.56,2003,12,苗栗縣,31,,11.566451612903226,3.213160258064516
臺大溪頭,11.6,21.6,5,,257.77,2003,12,南投縣,31,,8.31516129032258,2.3099518064516125
茶改場,13.5,25.8,4,97.6,110.42,2004,1,桃園市,31,3.148387096774193,3.561935483870968,0.9895056774193548
桃園農改,14.2,23.5,5.5,70.9,206.99,2004,1,桃園市,31,2.2870967741935484,6.677096774193549,1.8548974838709678
五峰站,9.8,21.3,-1.5,68.0,210.51,2004,1,新竹縣,31,2.193548387096774,6.790645161290322,1.8864412258064513
苗栗農改,14,26,4.9,,267.76,2004,1,苗栗縣,31,,8.637419354838709,2.3994750967741934
台中農改,15.7,26.2,5.9,166.7,234.09,2004,1,台中市,31,5.377419354838709,7.551290322580646,2.0977484516129032
臺大溪頭,10.9,20,3.4,,175.18,2004,1,南投縣,31,,5.650967741935484,1.5698388387096776
雲林分場,16.1,27.9,4.6,,282.82,2004,1,雲林縣,31,,9.123225806451613,2.534432129032258
義竹分場,16.3,27.9,4.3,,405.07,2004,1,嘉義縣,31,,13.066774193548389,3.6299498709677422
畜試所,16.8,27.9,4.1,149.2,277.87,2004,1,臺南市,31,4.812903225806451,8.963548387096774,2.4900737419354835
高雄農改,19,28.5,7.6,150.1,251.54,2004,1,屏東縣,31,4.841935483870968,8.114193548387096,2.254122967741935
恆春畜試,20.05,27.55,14.45,,,2004,1,屏東縣,31,,,
蘭陽分場,15.35,25.05,7.55,54.8,171.695,2004,1,宜蘭縣,31,1.7677419354838708,5.538548387096774,1.5386087419354837
花蓮農改,16.6,25.1,9,60.1,177.45,2004,1,花蓮縣,31,1.9387096774193548,5.724193548387096,1.5901809677419354
斑鳩分場,16.4,26.5,7.7,71.1,157.4,2004,1,台東縣,31,2.293548387096774,5.077419354838709,1.4105070967741935
農業試驗所,17,29.9,5,138.8,244.18,2004,1,台中市,31,4.47741935483871,7.876774193548387,2.188167870967742
茶改場,15.8,28.6,8,155.7,190.58,2004,2,桃園市,29,5.368965517241379,6.571724137931035,1.8256249655172414
桃園農改,15.8,27,6.2,162.3,338.98,2004,2,桃園市,29,5.596551724137932,11.68896551724138,3.247194620689655
五峰站,12.2,24.1,2.4,116.4,318.98,2004,2,新竹縣,29,4.013793103448276,10.999310344827586,3.055608413793103
苗栗農改,15.7,29.9,4.6,,,2004,2,苗栗縣,29,,,
台中農改,16.8,30,9.2,175.7,251.18,2004,2,台中市,29,6.058620689655172,8.661379310344827,2.406131172413793
臺大溪頭,12,23,3.3,,248.22,2004,2,南投縣,29,,8.559310344827587,2.3777764137931037
雲林分場,17,32,8.1,149.5,304.79,2004,2,雲林縣,29,5.155172413793103,10.510000000000002,2.919678
義竹分場,17.2,30.5,8.4,,418.76,2004,2,嘉義縣,29,,14.44,4.011432
畜試所,17.7,30.7,8.7,155.0,287.62,2004,2,臺南市,29,5.344827586206897,9.91793103448276,2.7552012413793103
高雄農改,20,30.7,12.3,160.9,276.66,2004,2,屏東縣,29,5.548275862068966,9.54,2.650212
恆春畜試,21.2,28.7,15.3,115.9,440.99,2004,2,屏東縣,29,3.996551724137931,15.206551724137933,4.224380068965518
蘭陽分場,17.3,28.9,10.2,120.1,278.28,2004,2,宜蘭縣,29,4.141379310344828,9.595862068965516,2.6657304827586206
花蓮農改,17.6,27.7,10.2,95.0,253.73,2004,2,花蓮縣,29,3.2758620689655173,8.749310344827586,2.4305584137931033
斑鳩分場,17.3,28,10.2,83.3,182.78,2004,2,台東縣,29,2.872413793103448,6.302758620689655,1.7509063448275861
農業試驗所,18,31.4,9.9,131.0,272.4,2004,2,台中市,29,4.517241379310345,9.39310344827586,2.609404137931034
茶改場,15.8,28.3,8.3,54.8,118.31,2004,3,桃園市,31,1.7677419354838708,3.8164516129032258,1.060210258064516
桃園農改,16.5,27.7,9,70.2,226.86,2004,3,桃園市,31,2.264516129032258,7.318064516129032,2.032958322580645
五峰站,13.1,22.7,3.8,69.3,269.47,2004,3,新竹縣,31,2.235483870967742,8.692580645161291,2.4147989032258064
苗栗農改,16.9,29.2,8.2,,278.11,2004,3,苗栗縣,31,,8.971290322580646,2.4922244516129033
台中農改,18.9,29.6,11.2,,274.83,2004,3,台中市,31,,8.865483870967742,2.4628314193548384
臺大溪頭,14.1,23.7,4.9,,217.56,2004,3,南投縣,31,,7.018064516129033,1.9496183225806452
雲林分場,19.2,32,8.9,115.3,310.67,2004,3,雲林縣,31,3.719354838709677,10.021612903225806,2.784004064516129
義竹分場,19.6,32,9.2,,443.93,2004,3,嘉義縣,31,,14.32032258064516,3.9781856129032254
畜試所,20.4,32.1,9.1,114.8,301.0,2004,3,臺南市,31,3.703225806451613,9.709677419354838,2.697348387096774
高雄農改,22.4,33.5,12.9,108.0,268.39,2004,3,屏東縣,31,3.4838709677419355,8.657741935483871,2.405120709677419
恆春畜試,22.6,29.5,16,115.7,501.94,2004,3,屏東縣,31,3.732258064516129,16.191612903225806,4.498030064516128
蘭陽分場,18.2,28.6,10.5,64.8,232.23,2004,3,宜蘭縣,31,2.0903225806451613,7.491290322580645,2.081080451612903
花蓮農改,18.9,26.9,10.6,37.2,200.13,2004,3,花蓮縣,31,1.2000000000000002,6.455806451612904,1.7934230322580649
斑鳩分場,18.9,28.2,11.8,44.9,153.25,2004,3,台東縣,31,1.4483870967741934,4.943548387096774,1.3733177419354838
農業試驗所,19.6,30.6,10.8,63.7,286.7,2004,3,台中市,31,2.05483870967742,9.248387096774191,2.5692019354838704
茶改場,20.4,32.2,10.5,130.2,214.53,2004,4,桃園市,30,4.34,7.151,1.9865477999999999
桃園農改,21.4,32.9,12.2,114.7,394.0,2004,4,桃園市,30,3.823333333333333,13.133333333333333,3.64844
五峰站,17.4,28.6,8.6,123.3,389.28,2004,4,新竹縣,30,4.11,12.976,3.6047328000000003
苗栗農改,21.4,33.1,9.4,,423.81,2004,4,苗栗縣,30,,14.127,3.9244806
台中農改,22.7,32.4,12.2,208.6,343.42,2004,4,台中市,30,6.953333333333333,11.447333333333336,3.1800692000000006
臺大溪頭,15.5,23.6,7.3,,270.91,2004,4,南投縣,30,,9.030333333333337,2.508626600000001
雲林分場,22.9,33.8,12.1,151.5,374.06,2004,4,雲林縣,30,5.05,12.468666666666667,3.4637956
義竹分場,23.2,32.7,12.2,,533.74,2004,4,嘉義縣,30,,17.791333333333334,4.9424324
畜試所,24.1,33.5,12.8,176.8,385.71,2004,4,臺南市,30,5.8933333333333335,12.857,3.5716745999999997
高雄農改,25.2,32.3,17.5,166.9,350.55,2004,4,屏東縣,30,5.5633333333333335,11.685,3.246093
恆春畜試,24.7,31.4,19.2,123.9,612.28,2004,4,屏東縣,30,4.13,20.409333333333333,5.669712799999999
蘭陽分場,21.5,31.5,14,124.9,384.36,2004,4,宜蘭縣,30,4.163333333333333,12.812,3.5591736
花蓮農改,21.8,30.6,12.5,103.1,321.68,2004,4,花蓮縣,30,3.4366666666666665,10.722666666666669,2.9787568000000006
斑鳩分場,21.6,35.2,14.2,85.7,224.61,2004,4,台東縣,30,2.856666666666667,7.487,2.0798886
農業試驗所,22.9,31.6,12,104.7,340.13,2004,4,台中市,30,3.49,11.337666666666667,3.1496038
桃園農改,25.9,34.7,17.1,150.0,533.4,2004,5,桃園市,31,4.838709677419355,17.206451612903226,4.779952258064516
茶改場,24.6,33,16.1,,291.88,2004,5,桃園市,31,,9.415483870967742,2.615621419354839
五峰站,20.5,29.3,14,,419.73,2004,5,新竹縣,31,,13.53967741935484,3.7613223870967745
苗栗農改,25.8,33.8,17.1,,566.99,2004,5,苗栗縣,31,,18.29,5.0809619999999995
農業試驗所,26.8,34,19.6,184.4,421.46,2004,5,台中市,31,5.948387096774193,13.595483870967742,3.7768254193548385
臺中農改,26.7,34.7,19.5,245.8,430.4,2004,5,彰化縣,31,7.929032258064517,13.883870967741936,3.8569393548387096
臺大溪頭,18.5,26.8,13.2,,270.02,2004,5,南投縣,31,,8.71032258064516,2.4197276129032255
雲林分場,27.4,39.9,19.4,203.9,470.13,2004,5,雲林縣,31,6.577419354838709,15.165483870967742,4.212971419354838
義竹分場,27.3,36.8,20.2,,618.2,2004,5,嘉義縣,31,,19.94193548387097,5.539869677419356
畜試所,27.8,42.3,20.9,210.8,422.29,2004,5,臺南市,31,6.800000000000001,13.62225806451613,3.784263290322581
恆春畜試,27.7,33.7,21.2,129.9,671.08,2004,5,屏東縣,31,4.190322580645161,21.64774193548387,6.01374270967742
高雄農改,28.1,34.8,23,198.9,407.86,2004,5,屏東縣,31,6.416129032258064,13.156774193548388,3.654951870967742
蘭陽分場,25.2,34.3,17.6,154.1,476.97,2004,5,宜蘭縣,31,4.970967741935484,15.386129032258063,4.27426664516129
花蓮農改,25.3,32.2,18.6,157.5,477.94,2004,5,花蓮縣,31,5.080645161290323,15.41741935483871,4.282959096774194
斑鳩分場,25.2,37.5,18.5,100.1,305.31,2004,5,台東縣,31,3.229032258064516,9.848709677419356,2.7359715483870968
茶改場,26.2,35.2,16.8,204.0,305.43,2004,6,桃園市,30,6.8,10.181,2.8282817999999996
桃園農改,27.3,35.2,17.4,138.4,596.76,2004,6,桃園市,30,4.613333333333333,19.892,5.525997599999999
五峰站,21.7,34.6,16.2,117.7,395.23,2004,6,新竹縣,30,3.923333333333333,13.174333333333331,3.6598297999999994
苗栗農改,26.8,37.7,19.9,,551.93,2004,6,苗栗縣,30,,18.397666666666662,5.110871799999999
台中農改,28,35,22.3,248.2,414.0,2004,6,台中市,30,8.273333333333333,13.8,3.83364
臺大溪頭,18.9,25.9,13.3,,259.67,2004,6,南投縣,30,,8.655666666666667,2.4045442
雲林分場,28.2,36.8,21.6,,430.0,2004,6,雲林縣,30,,14.333333333333334,3.9818000000000002
義竹分場,28.5,35.4,22.4,,596.38,2004,6,嘉義縣,30,,19.87933333333333,5.522478799999999
畜試所,28.1,36.1,22.7,170.5,364.41,2004,6,臺南市,30,5.683333333333334,12.147,3.3744366
高雄農改,28.4,35.7,24,148.4,353.19,2004,6,屏東縣,30,4.946666666666667,11.773,3.2705393999999997
恆春畜試,27.9,33.9,22.1,105.0,610.18,2004,6,屏東縣,30,3.5,20.33933333333333,5.650266799999999
蘭陽分場,26,34.8,18,135.1,473.28,2004,6,宜蘭縣,30,4.503333333333333,15.776,4.3825728
花蓮農改,26,32.3,17.3,147.6,458.64,2004,6,花蓮縣,30,4.92,15.288,4.2470064
斑鳩分場,25.5,36.3,18.5,127.2,353.66,2004,6,台東縣,30,4.24,11.788666666666668,3.2748916
農業試驗所,28,35.9,22.5,159.5,390.61,2004,6,台中市,30,5.316666666666666,13.020333333333332,3.6170485999999995
茶改場,27.3,34.3,21.5,206.2,317.55,2004,7,桃園市,31,6.651612903225806,10.243548387096777,2.8456577419354843
桃園農改,*27.9,*34.5,*21.7,,,2004,7,桃園市,31,,,
五峰站,22.5,35.2,17.4,119.2,419.8,2004,7,新竹縣,31,3.8451612903225807,13.541935483870969,3.761949677419355
苗栗農改,27.7,40.1,22,,517.99,2004,7,苗栗縣,31,,16.70935483870968,4.641858774193548
台中農改,28.1,41.2,23,240.3,401.86,2004,7,台中市,31,7.751612903225807,12.963225806451613,3.6011841290322577
臺大溪頭,18.6,26.9,14,,349.24,2004,7,南投縣,31,,11.265806451612905,3.129641032258065
雲林分場,28.1,37.9,22.5,198.8,431.09,2004,7,雲林縣,31,6.412903225806452,13.906129032258065,3.8631226451612903
義竹分場,28.2,35.2,22.9,,564.41,2004,7,嘉義縣,31,,18.206774193548387,5.057841870967742
畜試所,27.8,35,21.5,,348.66,2004,7,臺南市,31,,11.24709677419355,3.124443483870968
高雄農改,28.1,34.9,22.9,157.7,350.79,2004,7,屏東縣,31,5.087096774193548,11.315806451612904,3.1435310322580645
恆春畜試,27.5,32.6,22.6,71.3,539.66,2004,7,屏東縣,31,2.3,17.40838709677419,4.83604993548387
蘭陽分場,27.9,34.2,23,211.9,594.25,2004,7,宜蘭縣,31,6.835483870967742,19.16935483870968,5.325246774193549
花蓮農改,27.2,33.6,21,205.6,569.79,2004,7,花蓮縣,31,6.632258064516129,18.38032258064516,5.106053612903225
斑鳩分場,25.7,32.7,21.1,130.2,342.54,2004,7,台東縣,31,4.199999999999999,11.04967741935484,3.0696003870967745
農業試驗所,27.9,40.7,22.5,198.0,405.77,2004,7,台中市,31,6.387096774193548,13.089354838709676,3.636222774193548
桃園農改,28.2,35.2,23.5,192.1,612.65,2004,8,桃園市,31,6.196774193548387,19.76290322580645,5.490134516129031
茶改場,28.9,39.3,22.2,182.0,289.56,2004,8,桃園市,31,5.870967741935484,9.340645161290322,2.5948312258064514
五峰站,22.2,30.1,17.7,110.8,353.52,2004,8,新竹縣,31,3.574193548387097,11.403870967741934,3.167995354838709
苗栗農改,27.5,34.8,22.5,,498.49,2004,8,苗栗縣,31,,16.080322580645163,4.467113612903226
農業試驗所,28.1,34.9,22.7,162.65,362.34,2004,8,台中市,31,5.246774193548387,11.688387096774193,3.2470339354838704
臺中農改,28.4,34,23.2,236.9,379.74,2004,8,彰化縣,31,7.641935483870968,12.24967741935484,3.402960387096775
臺大溪頭,19,25.9,14.8,,261.51,2004,8,南投縣,31,,8.435806451612903,2.343467032258064
雲林分場,28.2,36.3,22.5,170.4,397.17,2004,8,雲林縣,31,5.496774193548387,12.811935483870968,3.559155677419355
義竹分場,29.4,38.7,23.1,,554.81,2004,8,嘉義縣,31,,17.897096774193546,4.971813483870967
畜試所,28.1,35.1,22.2,167.0,368.04,2004,8,臺南市,31,5.387096774193548,11.87225806451613,3.298113290322581
恆春畜試,28.5,34.2,23.6,126.6,633.95,2004,8,屏東縣,31,4.083870967741936,20.450000000000003,5.681010000000001
高雄農改,28.4,35,23,140.8,349.71,2004,8,屏東縣,31,4.541935483870968,11.280967741935482,3.133852838709677
蘭陽分場,28.1,36.8,23.5,200.0,549.6,2004,8,宜蘭縣,31,6.451612903225806,17.729032258064517,4.925125161290323
花蓮農改,28,35.6,22.3,185.7,543.72,2004,8,花蓮縣,31,5.990322580645161,17.539354838709677,4.872432774193548
斑鳩分場,27.2,36.2,21.2,155.6,364.12,2004,8,台東縣,31,5.019354838709678,11.745806451612903,3.2629850322580647
桃園農改,25.9,32.7,22.3,132.9,409.56,2004,9,桃園市,30,4.430000000000001,13.652,3.7925256
五峰站,20.6,29,16.2,71.8,273.49,2004,9,新竹縣,30,2.393333333333333,9.116333333333332,2.5325173999999993
台中農改,27.9,39,22.7,211.3,332.71,2004,9,台中市,30,7.043333333333334,11.090333333333332,3.0808945999999997
雲林分場,27,36,22,,366.53,2004,9,雲林縣,30,,12.217666666666666,3.3940677999999997
義竹分場,27.5,38.5,21.9,,481.56,2004,9,嘉義縣,30,,16.052,4.4592456
高雄農改,27.2,34.1,23.1,129.3,303.85,2004,9,屏東縣,30,4.3100000000000005,10.128333333333334,2.813651
斑鳩分場,25,32.4,20.3,103.7,253.52,2004,9,台東縣,30,3.4566666666666666,8.450666666666667,2.3475951999999998
花蓮農改,26.3,33.5,21.3,133.6,423.26,2004,9,花蓮縣,30,4.453333333333333,14.108666666666666,3.9193876
蘭陽分場,26.2,34.5,21.9,126.8,388.16,2004,9,宜蘭縣,30,4.226666666666667,12.938666666666668,3.5943616000000005
茶改場,25.7,37.7,20.6,105.2,259.17,2004,9,桃園市,30,3.506666666666667,8.639000000000001,2.3999142000000004
畜試所,27,34.6,22,143.5,337.01,2004,9,臺南市,30,4.783333333333333,11.233666666666666,3.1207125999999996
恆春畜試,27.3,33.3,23,165.6,580.36,2004,9,屏東縣,30,5.52,19.345333333333333,5.3741335999999995
農業試驗所,26.7,34.2,22,201.5,350.89,2004,9,台中市,30,6.716666666666667,11.696333333333332,3.2492413999999994
苗栗農改,,,,,,2004,9,苗栗縣,30,,,
臺大溪頭,18.5,25.8,14.1,,224.35,2004,9,南投縣,30,,7.478333333333333,2.0774809999999997
桃園農改,21.7,28.9,15.5,204.1,452.32,2004,10,桃園市,31,6.583870967741936,14.590967741935485,4.053370838709678
茶改場,20.9,29,13.5,181.5,323.44,2004,10,桃園市,31,5.854838709677419,10.433548387096774,2.898439741935484
五峰站,15.6,24.6,9.6,147.9,359.18,2004,10,新竹縣,31,4.770967741935484,11.586451612903224,3.2187162580645152
苗栗農改,,,,,,2004,10,苗栗縣,31,,,
農業試驗所,22.9,31.6,15.7,269.8,387.91,2004,10,台中市,31,8.703225806451613,12.513225806451612,3.4761741290322576
臺中農改,25.3,36,17.5,253.5,349.6,2004,10,彰化縣,31,8.17741935483871,11.27741935483871,3.1328670967741936
臺大溪頭,13.9,22.9,7.9,,221.86,2004,10,南投縣,31,,7.156774193548388,1.9881518709677422
雲林分場,22.7,31.3,15,203.7,387.92,2004,10,雲林縣,31,6.570967741935483,12.513548387096774,3.4762637419354836
義竹分場,23.3,32.9,15.4,,540.49,2004,10,嘉義縣,31,,17.43516129032258,4.843487806451613
畜試所,23.6,33.3,16,180.7,355.89,2004,10,臺南市,31,5.829032258064516,11.48032258064516,3.1892336129032253
恆春畜試,25.3,31.4,19.7,177.9,650.41,2004,10,屏東縣,31,5.738709677419355,20.980967741935483,5.828512838709677
高雄農改,25.1,33.3,19.4,170.3,307.1,2004,10,屏東縣,31,5.493548387096775,9.906451612903227,2.7520122580645165
蘭陽分場,21.8,32.2,16.4,116.1,314.2,2004,10,宜蘭縣,31,3.7451612903225806,10.13548387096774,2.815637419354838
花蓮農改,22.9,32,14.5,143.0,388.73,2004,10,花蓮縣,31,4.612903225806452,12.53967741935484,3.4835223870967744
斑鳩分場,22.3,35.4,15.1,157.2,285.91,2004,10,台東縣,31,5.070967741935483,9.222903225806451,2.562122516129032
桃園農改,21.25,30.95,13.65,126.8,299.095,2004,11,桃園市,30,4.226666666666667,9.969833333333334,2.7696197000000002
五峰站,16,24.5,6.3,,358.33,2004,11,新竹縣,30,,11.944333333333333,3.3181358
台中農改,21.7,36.2,13.2,205.8,259.92,2004,11,台中市,30,6.86,8.664,2.4068592
雲林分場,21.4,31.3,11.3,167.7,276.87,2004,11,雲林縣,30,5.59,9.229,2.5638161999999998
義竹分場,22.85,32.3,14.15,,383.01,2004,11,嘉義縣,30,,12.767,3.5466726
高雄農改,23.9,32.4,17.2,126.5,245.41,2004,11,屏東縣,30,4.216666666666667,8.180333333333333,2.2724965999999998
斑鳩分場,21.1,30.4,13.1,112.4,217.35,2004,11,台東縣,30,3.746666666666667,7.245,2.012661
花蓮農改,21.3,28.4,12.2,89.5,271.5,2004,11,花蓮縣,30,2.9833333333333334,9.05,2.51409
蘭陽分場,20.5,29.4,15.6,76.3,211.01,2004,11,宜蘭縣,30,2.543333333333333,7.033666666666666,1.9539525999999998
茶改場,20.7,30.6,14.6,209.9,346.42,2004,11,桃園市,30,6.996666666666667,11.547333333333334,3.2078492
畜試所,22.4,32.1,13.6,130.8,277.26,2004,11,臺南市,30,4.36,9.242,2.5674276000000003
恆春畜試,24.5,30.9,20.3,185.6,545.7,2004,11,屏東縣,30,6.1866666666666665,18.19,5.0531820000000005
農業試驗所,21.7,31.3,12,227.8,295.15,2004,11,台中市,30,7.593333333333334,9.838333333333331,2.733088999999999
苗栗農改,21.35,31.45,11.5,,,2004,11,苗栗縣,30,,,
臺大溪頭,15.1,25.4,6.8,,227.82,2004,11,南投縣,30,,7.593999999999999,2.1096131999999996
桃園農改,,,,,,2004,12,桃園市,31,,,
五峰站,12.4,23.5,-1.3,104.3,271.71,2004,12,新竹縣,31,3.364516129032258,8.764838709677418,2.4348721935483866
台中農改,18.6,27.2,8.4,206.1,251.15,2004,12,台中市,31,6.648387096774194,8.101612903225806,2.2506280645161287
雲林分場,18.4,27.9,8.5,,289.78,2004,12,雲林縣,31,,9.347741935483873,2.5968027096774198
義竹分場,18.6,27.7,9.1,,417.76,2004,12,嘉義縣,31,,13.476129032258063,3.7436686451612897
高雄農改,20.8,29,10.6,119.1,247.18,2004,12,屏東縣,31,3.841935483870968,7.973548387096774,2.215051741935484
斑鳩分場,18.8,26.7,8.5,119.9,197.66,2004,12,台東縣,31,3.867741935483872,6.376129032258064,1.7712886451612901
花蓮農改,19.2,25.8,9.3,96.7,257.91,2004,12,花蓮縣,31,3.1193548387096777,8.31967741935484,2.311206387096774
蘭陽分場,18.3,26,7.7,63.5,186.82,2004,12,宜蘭縣,31,2.048387096774193,6.026451612903226,1.674148258064516
茶改場,17.5,27.2,5,126.9,299.59,2004,12,桃園市,31,4.093548387096774,9.664193548387097,2.6847129677419352
畜試所,18.9,28.9,8.9,171.7,280.9,2004,12,臺南市,31,5.538709677419354,9.061290322580644,2.517226451612903
恆春畜試,,,,,,2004,12,屏東縣,31,,,
農業試驗所,18.7,28.3,8.5,218.8,274.09,2004,12,台中市,31,7.058064516129033,8.841612903225805,2.4562000645161284
苗栗農改,17,27.2,6,,,2004,12,苗栗縣,31,,,
臺大溪頭,12.6,21.5,3.3,,237.61,2004,12,南投縣,31,,7.6648387096774195,2.129292193548387
桃園農改,,,,,,2005,1,桃園市,31,,,
五峰站,9.7,21.1,-2.3,72.6,206.52,2005,1,新竹縣,31,2.341935483870968,6.661935483870968,1.8506856774193547
台中農改,15.7,26.2,4.5,171.4,233.09,2005,1,台中市,31,5.529032258064516,7.519032258064517,2.088787161290323
雲林分場,15.7,28.4,3.7,139.5,261.24,2005,1,雲林縣,31,4.5,8.427096774193549,2.341047483870968
義竹分場,15.9,26.9,4.8,,389.88,2005,1,嘉義縣,31,,12.576774193548388,3.4938278709677424
高雄農改,18.6,27.5,9,147.1,248.98,2005,1,屏東縣,31,4.745161290322581,8.031612903225806,2.231182064516129
斑鳩分場,16.5,26,8.3,60.8,156.14,2005,1,台東縣,31,1.961290322580645,5.0367741935483865,1.3992158709677418
花蓮農改,17.75,27.35,9.95,45.1,173.65,2005,1,花蓮縣,31,1.4548387096774194,5.601612903225806,1.556128064516129
蘭陽分場,15.3,24.8,7.6,50.7,156.62,2005,1,宜蘭縣,31,1.635483870967742,5.0522580645161295,1.4035172903225808
茶改場,13.1,24.8,3.1,55.7,114.615,2005,1,桃園市,31,1.7967741935483872,3.697258064516129,1.0270982903225807
畜試所,16.3,27.6,5.2,125.1,253.31,2005,1,臺南市,31,4.035483870967742,8.171290322580646,2.2699844516129035
恆春畜試,19.9,27.3,13.2,158.0,474.41,2005,1,屏東縣,31,5.096774193548387,15.303548387096775,4.251325741935484
農業試驗所,15.9,26.9,4.3,174.6,243.35,2005,1,台中市,31,5.632258064516129,7.85,2.1807299999999996
苗栗農改,14,26.6,1.7,,,2005,1,苗栗縣,31,,,
臺大溪頭,11,21.6,2.3,,237.43,2005,1,南投縣,31,,7.659032258064516,2.1276791612903225
桃園農改,13.8,27.4,5.5,122.85,134.13,2005,2,桃園市,28,4.3875,4.790357142857142,1.3307612142857141
茶改場,13.5,28.8,4.1,123.2,,2005,2,桃園市,28,4.4,,
五峰站,11.9,23.4,0.5,66.3,203.34,2005,2,新竹縣,28,2.367857142857143,7.262142857142857,2.0174232857142855
苗栗農改,14.4,30.5,5.2,,,2005,2,苗栗縣,28,,,
農業試驗所,17.1,31.5,7.2,114.6,193.83,2005,2,台中市,28,4.092857142857143,6.9225,1.9230705000000001
臺中農改,16.2,30.8,6.7,115.5,186.81,2005,2,彰化縣,28,4.125,6.671785714285714,1.8534220714285712
臺大溪頭,13.7,23.9,4.8,,223.57,2005,2,南投縣,28,,7.984642857142857,2.2181337857142855
雲林分場,16.7,33,6.7,92.3,226.22,2005,2,雲林縣,28,3.2964285714285717,8.079285714285714,2.2444255714285712
義竹分場,17,31.4,6.9,,318.56,2005,2,嘉義縣,28,,11.377142857142855,3.160570285714285
畜試所,17.9,32.8,7.6,145.2,232.86,2005,2,臺南市,28,5.185714285714285,8.316428571428572,2.3103038571428574
恆春畜試,21.7,29.1,15.5,175.2,463.74,2005,2,屏東縣,28,6.257142857142857,16.562142857142856,4.600963285714285
高雄農改,20.5,31.3,10.9,130.2,230.71,2005,2,屏東縣,28,4.65,8.239642857142858,2.288972785714286
蘭陽分場,17.35,28.65,10.45,91.05,238.905,2005,2,宜蘭縣,28,3.251785714285714,8.532321428571429,2.3702788928571428
花蓮農改,18.2,28.05,11.05,57.8,178.36,2005,2,花蓮縣,28,2.064285714285714,6.37,1.7695859999999999
斑鳩分場,18,28.8,9.6,53.7,141.17,2005,2,台東縣,28,1.917857142857143,5.041785714285714,1.4006080714285714
桃園農改,16.8,28.55,8.55,85.15,270.775,2005,3,桃園市,31,2.746774193548388,8.734677419354838,2.426493387096774
