Date,Open,High,Low,Close,Adj Close,Volume,sma,rsi,ma,std_dev,upperband,lowerband
2023-10-23,552.0,553.0,543.0,544.0,536.5823974609375,22747367,535.45,53.3333,535.45,12.3009,560.0518,510.8482
2023-10-24,543.0,546.0,540.0,544.0,536.5823974609375,15007814,536.3,56.6929,536.3,12.2736,560.8472,511.7528
2023-10-25,544.0,551.0,544.0,544.0,536.5823974609375,16526355,537.4,59.0164,537.4,11.9049,561.2098,513.5902
2023-10-26,530.0,535.0,530.0,531.0,523.7597045898438,28188348,537.7,52.2727,537.7,11.6488,560.9976,514.4024
2023-10-27,534.0,536.0,532.0,533.0,525.7323608398438,15679643,538.4,55.4688,538.4,10.8599,560.1198,516.6802
2023-10-30,531.0,534.0,528.0,532.0,524.74609375,21404842,538.9,53.9683,538.9,10.2798,559.4596,518.3404
2023-10-31,535.0,535.0,527.0,529.0,521.7869262695312,25667058,539.2,52.3438,539.2,9.8707,558.9414,519.4586
2023-11-01,533.0,533.0,527.0,528.0,520.800537109375,13603347,538.95,47.8992,538.95,10.0968,559.1436,518.7564
2023-11-02,536.0,547.0,535.0,547.0,539.54150390625,29401438,539.85,56.7164,539.85,9.9645,559.779,519.921
2023-11-03,547.0,549.0,545.0,549.0,541.5142211914062,15426176,541.3,61.4173,541.3,8.986,559.272,523.328
2023-11-06,553.0,556.0,550.0,550.0,542.5006103515625,29215201,542.4,59.1667,542.4,8.6109,559.6218,525.1782
2023-11-07,552.0,555.0,550.0,555.0,547.4324340820312,14777790,543.55,59.5041,543.55,8.6844,560.9188,526.1812
2023-11-08,550.0,557.0,550.0,556.0,548.4187622070312,15314834,544.15,55.4545,544.15,9.1207,562.3914,525.9086
2023-11-09,551.0,557.0,551.0,557.0,549.4051513671875,13165684,544.5,53.3333,544.5,9.4841,563.4682,525.5318
2023-11-10,555.0,557.0,554.0,557.0,549.4051513671875,12994933,544.7,51.9608,544.7,9.7122,564.1244,525.2756
2023-11-13,579.0,580.0,571.0,571.0,563.2142944335938,43866014,546.0,62.037,546.0,11.3555,568.711,523.289
2023-11-14,576.0,576.0,571.0,572.0,564.2006225585938,21568576,547.05,60.1942,547.05,12.7299,572.5098,521.5902
2023-11-15,583.0,583.0,575.0,581.0,573.077880859375,50305088,549.1,70.297,549.1,14.6858,578.4716,519.7284
2023-11-16,581.0,583.0,578.0,583.0,575.0506591796875,28291435,550.95,69.0722,550.95,16.4939,583.9378,517.9622
2023-11-17,579.0,583.0,579.0,580.0,572.0914916992188,22031704,552.15,63.3333,552.15,17.709,587.568,516.732
2023-11-20,576.0,579.0,575.0,577.0,569.1324462890625,22010114,553.8,70.3704,553.8,18.4322,590.6644,516.9356
2023-11-21,582.0,585.0,581.0,585.0,577.0233764648438,35921706,555.85,73.0337,555.85,19.5321,594.9142,516.7858
2023-11-22,576.0,579.0,574.0,577.0,569.1324462890625,21969125,557.5,67.0103,557.5,19.8693,597.2386,517.7614
2023-11-23,574.0,578.0,574.0,578.0,570.1188354492188,14486134,559.85,77.6471,559.85,19.3425,598.535,521.165
2023-11-24,577.0,578.0,574.0,575.0,567.1597290039062,10058969,561.95,74.4186,561.95,18.5372,599.0244,524.8756
2023-11-27,573.0,577.0,568.0,568.0,560.255126953125,18528520,563.75,69.5652,563.75,17.1736,598.0972,529.4028
2023-11-28,565.0,576.0,565.0,575.0,567.1597290039062,26343906,566.05,73.9583,566.05,15.247,596.544,535.556
2023-11-29,578.0,579.0,570.0,574.0,566.17333984375,24868842,568.35,73.9583,568.35,12.4108,593.1716,543.5284
2023-11-30,576.0,577.0,570.0,577.0,569.1324462890625,47192647,569.85,68.75,569.85,11.472,592.794,546.906
2023-12-01,573.0,579.0,573.0,579.0,571.1051635742188,28051165,571.35,68.75,571.35,10.5245,592.399,550.301
