Date,Open,High,Low,Close,Adj Close,Volume,sma,rsi,ma,std_dev,upperband,lowerband
2008-02-15,60.39202117919922,61.085044860839844,60.29301834106445,60.88703536987305,34.4283561706543,30468677,55.8824,59.7315,55.8824,3.4641,62.8106,48.9542
2008-02-18,60.88703536987305,61.18404769897461,59.104976654052734,59.40198516845703,33.588645935058594,52548746,56.1299,58.1699,56.1299,3.5326,63.1951,49.0647
2008-02-19,60.19401550292969,60.88703536987305,59.40198516845703,60.88703536987305,34.4283561706543,20237706,56.4566,60.3125,56.4566,3.6595,63.7756,49.1376
2008-02-20,60.78803253173828,60.78803253173828,59.104976654052734,60.491024017333984,34.204444885253906,41368312,56.6348,56.0403,56.6348,3.7688,64.1724,49.0972
2008-02-21,60.88703536987305,61.481056213378906,60.491024017333984,61.283050537109375,34.652286529541016,40795604,56.9566,61.4035,56.9566,3.8812,64.719,49.1942
2008-02-22,60.29301834106445,60.39202117919922,59.50099182128906,60.29301834106445,34.09248352050781,37511876,57.2635,60.7639,57.2635,3.8907,65.0449,49.4821
2008-02-25,60.39202117919922,60.88703536987305,59.99600601196289,60.59002685546875,34.26042175292969,40391577,57.5902,61.3793,57.5902,3.8815,65.3532,49.8272
2008-02-26,61.18404769897461,61.877071380615234,60.88703536987305,61.77806854248047,34.932193756103516,59821230,58.0407,65.7439,58.0407,3.8147,65.6701,50.4113
2008-02-27,62.17407989501953,62.96610641479492,62.075077056884766,62.96610641479492,35.60396957397461,94417042,58.7337,76.5151,58.7337,3.3348,65.4033,52.0641
2008-02-29,61.97607421875,62.867103576660156,60.98603820800781,60.98603820800781,34.484336853027344,64072603,59.2584,69.6296,59.2584,2.7428,64.744,53.7728
2008-03-03,59.50099182128906,60.095008850097656,59.40198516845703,60.095008850097656,33.98051071166992,47462048,59.6049,63.8889,59.6049,2.3407,64.2863,54.9235
2008-03-04,59.50099182128906,62.37208557128906,59.50099182128906,62.2730827331543,35.21209716796875,74207617,59.9713,64.4531,59.9713,2.1379,64.2471,55.6955
2008-03-05,62.867103576660156,62.867103576660156,61.877071380615234,62.669097900390625,35.43602752685547,70510771,60.4217,68.4211,60.4217,1.6259,63.6735,57.1699
2008-03-06,62.867103576660156,64.2531509399414,62.867103576660156,64.2531509399414,36.33172607421875,64834194,60.8128,66.8085,60.8128,1.5548,63.9224,57.7032
2008-03-07,62.96610641479492,63.85713577270508,62.669097900390625,63.36212158203125,35.8278923034668,53416394,61.1197,63.1356,61.1197,1.4079,63.9355,58.3039
2008-03-10,62.2730827331543,62.2730827331543,60.39202117919922,60.59002685546875,34.26042175292969,60318183,61.184,52.6749,61.184,1.3487,63.8814,58.4866
2008-03-11,59.99600601196289,61.77806854248047,59.99600601196289,61.77806854248047,34.932193756103516,43667225,61.2335,52.0833,61.2335,1.3516,63.9367,58.5303
2008-03-12,63.36212158203125,63.56012725830078,62.47108840942383,63.16411209106445,35.71592712402344,47048930,61.4217,57.9167,61.4217,1.345,64.1117,58.7317
2008-03-13,62.075077056884766,62.867103576660156,60.88703536987305,61.38205337524414,34.7082633972168,42630896,61.5256,54.0856,61.5256,1.2496,64.0248,59.0264
2008-03-14,61.877071380615234,61.97607421875,59.99600601196289,60.491024017333984,34.204444885253906,45962098,61.4811,48.1633,61.4811,1.2707,64.0225,58.9397
2008-03-17,59.40198516845703,59.698997497558594,58.9069709777832,59.302982330322266,33.532676696777344,91075740,61.4019,46.8254,61.4019,1.3562,64.1143,58.6895
2008-03-18,59.302982330322266,59.99600601196289,58.9069709777832,59.302982330322266,33.532676696777344,47983242,61.3969,49.789,61.3969,1.364,64.1249,58.6689
2008-03-19,60.88703536987305,61.481056213378906,60.19401550292969,61.481056213378906,34.76425552368164,43634903,61.4266,51.2295,61.4266,1.3588,64.1442,58.709
2008-03-20,61.085044860839844,62.2730827331543,60.39202117919922,61.97607421875,35.04416275024414,54806246,61.5009,53.0612,61.5009,1.3455,64.1919,58.8099
2008-03-21,62.96610641479492,64.2531509399414,62.96610641479492,64.15414428710938,36.27573776245117,102541013,61.6444,55.5985,61.6444,1.4686,64.5816,58.7072
2008-03-24,68.60929870605469,68.60929870605469,66.62922668457031,66.72823333740234,37.73125076293945,131630948,61.9662,61.8182,61.9662,1.8198,65.6058,58.3266
2008-03-25,66.72823333740234,66.72823333740234,65.73819732666016,66.53022766113281,37.619293212890625,88833390,62.2632,60.9489,62.2632,2.0532,66.3696,58.1568
2008-03-26,65.14418029785156,66.33222198486328,64.84716796875,66.33222198486328,37.50731658935547,54853719,62.4909,58.7121,62.4909,2.2406,66.9721,58.0097
2008-03-27,64.3521499633789,64.45115661621094,62.96610641479492,63.16411209106445,35.71592712402344,55009270,62.5008,50.3521,62.5008,2.2432,66.9872,58.0144
2008-03-28,61.58005905151367,62.669097900390625,61.38205337524414,61.67906188964844,34.87620162963867,110883158,62.5354,51.2545,62.5354,2.2238,66.983,58.0878
2008-03-31,61.085044860839844,62.47108840942383,60.491024017333984,62.47108840942383,35.32406997680664,74797497,62.6542,54.3165,62.6542,2.1488,66.9518,58.3566
2008-04-01,61.877071380615234,62.867103576660156,61.18404769897461,61.18404769897461,34.59630584716797,49433699,62.5998,47.9554,62.5998,2.1726,66.945,58.2546
2008-04-02,62.867103576660156,64.3521499633789,62.47108840942383,63.36212158203125,35.8278923034668,64325120,62.6344,51.2195,62.6344,2.1793,66.993,58.2758
2008-04-03,63.36212158203125,64.2531509399414,63.26311492919922,63.75813293457031,36.05181884765625,28688938,62.6097,49.0909,62.6097,2.1627,66.9351,58.2843
2008-04-07,63.65913009643555,64.45115661621094,63.56012725830078,64.3521499633789,36.38770294189453,46050984238,62.6592,51.8382,62.6592,2.192,67.0432,58.2752
2008-04-08,63.956138610839844,64.3521499633789,62.96610641479492,63.75813293457031,36.05181884765625,42646047,62.8176,56.4,62.8176,2.1486,67.1148,58.5204
2008-04-09,62.37208557128906,63.85713577270508,62.17407989501953,62.47108840942383,35.32406997680664,43211685,62.8523,51.3944,62.8523,2.1365,67.1253,58.5793
2008-04-10,62.570091247558594,64.64916229248047,62.47108840942383,63.85713577270508,36.107791900634766,47965061,62.8869,51.3944,62.8869,2.1474,67.1817,58.5921
2008-04-11,63.65913009643555,63.956138610839844,62.867103576660156,63.461124420166016,35.88386917114258,37326023,62.9909,54.4304,62.9909,2.1209,67.2327,58.7491
2008-04-14,62.669097900390625,62.96610641479492,62.37208557128906,62.37208557128906,35.26807403564453,36523020,63.0849,53.9749,63.0849,2.0446,67.1741,58.9957
2008-04-15,62.37208557128906,63.16411209106445,62.17407989501953,62.37208557128906,35.26807403564453,38509822,63.2384,56.8282,63.2384,1.8519,66.9422,59.5346
2008-04-16,63.36212158203125,64.55015563964844,63.06510925292969,64.55015563964844,36.49966812133789,46918631,63.5007,60.6426,63.5007,1.6225,66.7457,60.2557
2008-04-17,66.43122100830078,66.82723236083984,65.93620300292969,66.43122100830078,37.563297271728516,102502630,63.7482,60.1626,63.7482,1.6749,67.098,60.3984
2008-04-18,66.13420867919922,66.13420867919922,65.3421859741211,66.13420867919922,37.395362854003906,34048355,63.9561,58.6065,63.9561,1.7012,67.3585,60.5537
2008-04-21,66.13420867919922,66.82723236083984,66.13420867919922,66.72823333740234,37.73125076293945,39365349375,64.0848,55.7018,64.0848,1.8108,67.7064,60.4632
2008-04-22,66.62922668457031,66.62922668457031,65.93620300292969,66.62922668457031,37.675270080566406,38568406,64.0799,49.7537,64.0799,1.8033,67.6865,60.4733
2008-04-23,65.3421859741211,65.3421859741211,63.956138610839844,63.956138610839844,36.163780212402344,71430943,63.9512,44.2982,63.9512,1.7086,67.3684,60.534
2008-04-24,63.75813293457031,63.85713577270508,62.867103576660156,63.26311492919922,35.77191162109375,64370573,63.7977,43.3476,63.7977,1.619,67.0357,60.5597
2008-04-25,63.36212158203125,64.2531509399414,63.36212158203125,64.05514526367188,36.219764709472656,48321615,63.8423,52.1531,63.8423,1.6129,67.0681,60.6165
2008-04-28,63.36212158203125,65.83720397949219,62.867103576660156,65.83720397949219,37.227420806884766,76233812,64.0502,59.9057,64.0502,1.5871,67.2244,60.876
2008-04-29,65.83720397949219,66.33222198486328,64.05514526367188,64.05514526367188,36.219764709472656,54811297,64.1294,53.6036,64.1294,1.5431,67.2156,61.0432
2008-04-30,64.55015563964844,66.53022766113281,64.55015563964844,66.03520965576172,37.339378356933594,79222601,64.372,60.6987,64.372,1.4331,67.2382,61.5058
2008-05-02,67.32225036621094,67.52025604248047,66.92623901367188,67.32225036621094,38.067134857177734,92729220214,64.57,59.0909,64.57,1.5547,67.6794,61.4606
2008-05-05,67.32225036621094,67.42125701904297,65.63919830322266,66.53022766113281,37.619293212890625,44992433,64.7086,56.25,64.7086,1.6013,67.9112,61.506
2008-05-06,66.72823333740234,67.32225036621094,66.13420867919922,67.32225036621094,38.067134857177734,33356459,64.8571,56.6372,64.8571,1.7012,68.2595,61.4547
2008-05-07,68.01527404785156,68.31228637695312,67.42125701904297,67.52025604248047,38.17909240722656,53091152,65.0452,58.5586,65.0452,1.7795,68.6042,61.4862
2008-05-08,67.32225036621094,67.32225036621094,65.3421859741211,66.82723236083984,37.78722381591797,47647900,65.263,60.1852,65.263,1.7132,68.6894,61.8366
2008-05-09,66.82723236083984,67.0252456665039,65.44119262695312,65.63919830322266,37.115455627441406,43383396,65.3521,54.2056,65.3521,1.6823,68.7167,61.9875
2008-05-12,66.13420867919922,67.1242446899414,65.44119262695312,66.92623901367188,37.84320831298828,28053606,65.5253,57.8475,65.5253,1.6555,68.8363,62.2143
2008-05-13,67.6192626953125,68.2132797241211,66.92623901367188,68.2132797241211,38.57096481323242,64676623,65.8174,63.1111,65.8174,1.5836,68.9846,62.6502
2008-05-14,68.31228637695312,68.51029205322266,67.42125701904297,67.91627502441406,38.40303039550781,67232093,66.0946,62.2807,66.0946,1.4262,68.947,63.2422
2008-05-15,68.1142807006836,68.2132797241211,67.22325134277344,67.91627502441406,38.40303039550781,84659793,66.2629,58.2524,66.2629,1.4329,69.1287,63.3971
2008-05-16,67.91627502441406,68.60929870605469,67.91627502441406,68.51029205322266,38.738914489746094,97350277,66.3669,55.4404,66.3669,1.5186,69.4041,63.3297
2008-05-19,68.51029205322266,69.10430908203125,68.51029205322266,68.70829772949219,38.850868225097656,82585115,66.4956,56.7708,66.4956,1.6045,69.7046,63.2866
2008-05-20,68.51029205322266,68.80730438232422,66.72823333740234,67.52025604248047,38.17909240722656,76617638,66.5352,52.0202,66.5352,1.6203,69.7758,63.2946
2008-05-21,67.1242446899414,67.22325134277344,66.33222198486328,66.62922668457031,37.675270080566406,43023812,66.5352,50.0,66.5352,1.6203,69.7758,63.2946
2008-05-22,65.54019165039062,66.23321533203125,65.24317932128906,66.23321533203125,37.45135498046875,44796480,66.649,56.2842,66.649,1.5054,69.6598,63.6382
2008-05-23,65.3421859741211,65.93620300292969,64.84716796875,64.84716796875,36.6676139831543,60767663,66.7282,54.2105,66.7282,1.3518,69.4318,64.0246
2008-05-26,64.15414428710938,65.14418029785156,63.85713577270508,64.84716796875,36.6676139831543,49128659,66.7678,52.1978,66.7678,1.279,69.3258,64.2098
2008-05-27,65.83720397949219,65.83720397949219,64.55015563964844,65.14418029785156,36.83555603027344,32916070,66.7332,47.9042,66.7332,1.3144,69.362,64.1044
2008-05-28,66.13420867919922,66.82723236083984,65.93620300292969,66.33222198486328,37.50731658935547,109790265,66.847,57.1429,66.847,1.1597,69.1664,64.5276
2008-05-29,67.32225036621094,67.42125701904297,66.43122100830078,66.43122100830078,37.563297271728516,103415731,66.8668,51.4084,66.8668,1.1485,69.1638,64.5698
2008-05-30,67.22325134277344,67.32225036621094,64.94617462158203,64.94617462158203,36.72358322143555,180901017,66.748,41.6667,66.748,1.2196,69.1872,64.3088
2008-06-02,65.83720397949219,66.92623901367188,65.63919830322266,66.92623901367188,37.84320831298828,52833585,66.7678,51.282,66.7678,1.2191,69.206,64.3296
2008-06-03,66.72823333740234,66.92623901367188,65.44119262695312,65.44119262695312,37.00349426269531,62414073,66.6738,44.1718,66.6738,1.2463,69.1664,64.1812
2008-06-04,65.54019165039062,66.62922668457031,65.54019165039062,66.43122100830078,37.563297271728516,34817016,66.6193,46.7836,66.6193,1.2311,69.0815,64.1571
2008-06-05,66.72823333740234,67.1242446899414,65.83720397949219,67.1242446899414,37.955177307128906,81693225,66.6342,50.8772,66.6342,1.2355,69.1052,64.1632
2008-06-06,68.01527404785156,68.2132797241211,67.71826171875,67.71826171875,38.29106140136719,84141628,66.7381,56.3636,66.7381,1.2348,69.2077,64.2685
2008-06-09,66.33222198486328,66.33222198486328,64.45115661621094,64.64916229248047,36.55564880371094,107090355,66.6243,43.7158,66.6243,1.3187,69.2617,63.9869
2008-06-10,64.3521499633789,64.55015563964844,63.26311492919922,63.26311492919922,35.77191162109375,89169743,66.3768,36.413,66.3768,1.4616,69.3,63.4536
2008-06-11,63.85713577270508,65.24317932128906,63.56012725830078,65.24317932128906,36.89152526855469,46983276,66.2431,43.2836,66.2431,1.4354,69.1139,63.3723
2008-06-12,63.85713577270508,64.7481689453125,63.36212158203125,64.15414428710938,36.27573776245117,74684369,66.055,41.0377,66.055,1.451,68.957,63.153
2008-06-13,64.55015563964844,64.7481689453125,64.15414428710938,64.15414428710938,36.27573776245117,52043712,65.8372,39.3204,65.8372,1.3886,68.6144,63.06
2008-06-16,65.14418029785156,65.3421859741211,64.64916229248047,65.24317932128906,36.89152526855469,35600828,65.6639,41.8605,65.6639,1.2172,68.0983,63.2295
2008-06-17,64.3521499633789,64.7481689453125,64.15414428710938,64.55015563964844,36.49966812133789,44224782,65.5154,42.8571,65.5154,1.1585,67.8324,63.1984
2008-06-18,64.2531509399414,65.24317932128906,63.956138610839844,64.84716796875,36.6676139831543,34896812,65.4263,45.5882,65.4263,1.1367,67.6997,63.1529
2008-06-19,63.65913009643555,64.3521499633789,62.867103576660156,63.65913009643555,35.99582290649414,65880623,65.2976,43.8679,65.2976,1.1852,67.668,62.9272
2008-06-20,63.85713577270508,64.2531509399414,62.570091247558594,63.06510925292969,35.659934997558594,67444207746,65.2085,45.5882,65.2085,1.2837,67.7759,62.6411
2008-06-23,62.570091247558594,63.956138610839844,61.97607421875,63.461124420166016,35.88386917114258,49626622,65.1392,46.6346,65.1392,1.3404,67.82,62.4584
2008-06-24,64.3521499633789,64.45115661621094,63.56012725830078,63.56012725830078,35.939849853515625,60810086,65.06,46.1165,65.06,1.3861,67.8322,62.2878
2008-06-25,63.85713577270508,65.83720397949219,63.65913009643555,65.54019165039062,37.05947494506836,92978706,65.0204,48.1308,65.0204,1.3589,67.7382,62.3026
2008-06-26,66.03520965576172,66.03520965576172,63.956138610839844,64.3521499633789,36.38770294189453,53469927,64.9165,45.3333,64.9165,1.3244,67.5653,62.2677
2008-06-27,62.47108840942383,64.3521499633789,62.075077056884766,63.36212158203125,35.8278923034668,177331439,64.8373,46.3636,64.8373,1.3692,67.5757,62.0989
2008-06-30,63.26311492919922,64.45115661621094,62.867103576660156,64.3521499633789,36.38770294189453,88412192,64.7086,43.8095,64.7086,1.2806,67.2698,62.1474
2008-07-01,63.36212158203125,64.45115661621094,63.36212158203125,63.56012725830078,35.939849853515625,32120137,64.6145,45.3202,64.6145,1.293,67.2005,62.0285
2008-07-02,63.36212158203125,63.56012725830078,61.18404769897461,61.18404769897461,34.59630584716797,80100349,64.3522,37.788,64.3522,1.43,67.2122,61.4922
2008-07-03,58.9069709777832,59.79800033569336,56.926902770996094,58.21394729614258,32.916873931884766,117381930,63.9066,31.25,63.9066,1.8479,67.6024,60.2108
2008-07-04,58.70896530151367,59.302982330322266,57.81793212890625,58.41195297241211,33.02882766723633,56226401,63.4413,30.0847,63.4413,2.0028,67.4469,59.4357
2008-07-07,59.104976654052734,59.897003173828125,58.21394729614258,59.50099182128906,33.64463424682617,41049131,63.1839,37.963,63.1839,2.1637,67.5113,58.8565
2008-07-08,59.302982330322266,59.302982330322266,57.718929290771484,58.312950134277344,32.97285842895508,65377610,62.9364,38.3178,62.9364,2.4219,67.7802,58.0926
2008-07-09,58.9069709777832,60.095008850097656,58.510955810546875,58.9069709777832,33.30873489379883,54682008,62.6196,34.0,62.6196,2.5168,67.6532,57.586
2008-07-10,58.312950134277344,59.698997497558594,58.11494445800781,58.9069709777832,33.30873489379883,42522819,62.3572,35.9788,62.3572,2.6198,67.5968,57.1176
2008-07-11,59.897003173828125,62.37208557128906,59.2039794921875,61.77806854248047,34.932193756103516,60408079,62.2384,44.4954,62.2384,2.5877,67.4138,57.063
2008-07-14,60.491024017333984,61.283050537109375,59.50099182128906,59.99600601196289,33.924537658691406,40530966,61.9761,38.2222,61.9761,2.5325,67.0411,56.9111
2008-07-15,58.70896530151367,58.9069709777832,57.025909423828125,57.025909423828125,32.24510192871094,63559489,61.5999,34.6774,61.5999,2.6843,66.9685,56.2313
2008-07-16,54.3283576965332,54.3283576965332,52.93532180786133,53.5323371887207,31.947511672973633,86539545,61.0341,29.6125,61.0341,3.1207,67.2755,54.7927
2008-07-17,55.621891021728516,57.21392822265625,55.621891021728516,57.21392822265625,34.14463806152344,68844510,60.7119,39.3443,60.7119,3.1678,67.0475,54.3763
2008-07-18,58.70646667480469,59.10447692871094,56.71641540527344,57.71144104003906,34.441551208496094,68904810,60.4442,41.1206,60.4442,3.1847,66.8136,54.0748
2008-07-21,59.10447692871094,60.09950256347656,59.10447692871094,59.50248718261719,35.510433197021484,55555395,60.2462,43.7247,60.2462,3.1094,66.465,54.0274
2008-07-22,59.004974365234375,59.004974365234375,56.91542053222656,57.6119384765625,34.38217544555664,64985310,59.9488,41.0776,59.9488,3.0598,66.0684,53.8292
2008-07-23,58.208953857421875,58.208953857421875,56.815921783447266,57.31343078613281,34.20402526855469,72415275,59.5375,37.0041,59.5375,2.8115,65.1605,53.9145
2008-07-24,57.91044616699219,58.606964111328125,57.810943603515625,58.606964111328125,34.97599792480469,40385925,59.2502,40.9544,59.2502,2.5774,64.405,54.0954
2008-07-25,57.91044616699219,57.91044616699219,56.91542053222656,57.51243591308594,34.32278823852539,35268465,58.9578,40.8201,58.9578,2.4129,63.7836,54.132
2008-07-28,57.51243591308594,57.51243591308594,57.51243591308594,57.51243591308594,34.32278823852539,0,58.6158,38.9223,58.6158,2.0682,62.7522,54.4794
2008-07-29,55.72139358520508,55.72139358520508,54.029850006103516,54.72636795043945,32.660091400146484,73118775,58.1741,36.5607,58.1741,1.8925,61.9591,54.3891
2008-07-30,56.51741027832031,56.71641540527344,55.72139358520508,56.71641540527344,33.84773635864258,50989680,57.9507,43.1224,57.9507,1.7788,61.5083,54.3931
2008-07-31,56.71641540527344,56.815921783447266,55.42288589477539,55.9203987121582,33.37267303466797,50981640,57.836,46.2159,57.836,1.834,61.504,54.168
2008-08-01,54.72636795043945,56.31840515136719,54.72636795043945,55.72139358520508,33.253910064697266,37225200,57.7015,45.5611,57.7015,1.8874,61.4763,53.9267
2008-08-04,55.32338333129883,55.72139358520508,54.825870513916016,55.42288589477539,33.075767517089844,23351175,57.4976,43.0917,57.4976,1.903,61.3036,53.6916
2008-08-05,55.9203987121582,55.9203987121582,54.72636795043945,55.1243782043457,32.89762878417969,60352260,57.3382,44.4307,57.3382,1.9637,61.2656,53.4108
2008-08-06,57.11442565917969,58.70646667480469,56.91542053222656,58.50746154785156,34.91661834716797,82447185,57.3182,49.3641,57.3182,1.9489,61.216,53.4204
2008-08-07,58.80596923828125,59.50248718261719,58.30845642089844,59.2039794921875,35.33228302001953,45290224,57.333,50.4625,57.333,1.9627,61.2584,53.4076
2008-08-08,59.2039794921875,60.29850769042969,59.2039794921875,60.199005126953125,35.92610549926758,77002095,57.2541,47.3888,57.2541,1.7995,60.8531,53.6551
2008-08-11,61.19403076171875,61.49253845214844,60.199005126953125,60.29850769042969,35.98548126220703,48411855,57.2692,50.5297,57.2692,1.8248,60.9188,53.6196
2008-08-12,60.89552307128906,61.393035888671875,60.597015380859375,60.89552307128906,36.341773986816406,63225555,57.4627,57.3904,57.4627,1.9949,61.4525,53.4729
2008-08-13,61.49253845214844,61.89054870605469,60.7960205078125,60.89552307128906,36.341773986816406,56098095,57.8308,66.2281,57.8308,1.909,61.6488,54.0128
2008-08-14,60.69651794433594,60.7960205078125,59.70149230957031,60.199005126953125,35.92610549926758,41157765,57.9801,57.5758,57.9801,1.9738,61.9277,54.0325
2008-08-15,60.597015380859375,61.09452819824219,59.70149230957031,60.29850769042969,35.98548126220703,50530395,58.1095,56.701,58.1095,2.0389,62.1873,54.0317
2008-08-18,60.49751281738281,60.7960205078125,59.70149230957031,59.800994873046875,35.68857955932617,49773630,58.1244,50.8287,58.1244,2.0507,62.2258,54.023
2008-08-19,58.90547180175781,60.09950256347656,58.606964111328125,59.70149230957031,35.62920379638672,50736420,58.2289,56.4417,58.2289,2.0763,62.3815,54.0763
2008-08-20,58.90547180175781,60.39801025390625,58.90547180175781,59.70149230957031,35.62920379638672,37273440,58.3483,57.5,58.3483,2.0895,62.5273,54.1693
2008-08-21,59.004974365234375,59.30348205566406,58.80596923828125,59.10447692871094,35.27289962768555,46564665,58.3731,51.634,58.3731,2.0957,62.5645,54.1817
2008-08-22,59.60198974609375,60.09950256347656,59.10447692871094,59.90049743652344,35.747962951660156,52435875,58.4925,58.0,58.4925,2.1121,62.7167,54.2683
2008-08-25,59.70149230957031,60.69651794433594,59.10447692871094,60.199005126953125,35.92610549926758,52525320,58.6269,58.8235,58.6269,2.1318,62.8905,54.3633
2008-08-26,59.70149230957031,59.90049743652344,59.10447692871094,59.70149230957031,35.62920379638672,52961490,58.8756,69.2308,58.8756,1.9338,62.7432,55.008
2008-08-27,59.60198974609375,60.7960205078125,59.2039794921875,60.09950256347656,35.86672592163086,65996340,59.0448,64.9123,59.0448,1.8822,62.8092,55.2804
2008-08-28,59.60198974609375,60.199005126953125,59.402984619140625,59.800994873046875,35.68857955932617,80459295,59.2388,67.8899,59.2388,1.7377,62.7142,55.7634
2008-08-29,59.60198974609375,59.70149230957031,58.606964111328125,58.606964111328125,34.97599792480469,78159855,59.3831,62.1849,59.3831,1.5386,62.4603,56.3059
2008-09-01,57.31343078613281,57.31343078613281,55.72139358520508,56.31840515136719,33.61021041870117,119573895,59.4279,53.2374,59.4279,1.4263,62.2805,56.5753
2008-09-02,55.72139358520508,55.72139358520508,53.83084487915039,54.029850006103516,32.24441909790039,116539800,59.3731,46.5409,59.3731,1.6093,62.5917,56.1545
2008-09-03,54.22885513305664,55.223880767822266,53.93034744262695,54.72636795043945,32.660091400146484,78947775,59.1841,35.6061,59.1841,1.9103,63.0047,55.3635
2008-09-04,52.93532180786133,54.427860260009766,52.7363166809082,53.13432693481445,31.709997177124023,71765040,58.8806,28.3688,58.8806,2.3406,63.5618,54.1994
2008-09-05,51.9402961730957,53.233829498291016,51.54228973388672,52.7363166809082,31.472454071044922,81669315,58.5075,22.2222,58.5075,2.6884,63.8843,53.1307
2008-09-08,55.223880767822266,56.417911529541016,55.1243782043457,56.417911529541016,33.669586181640625,64699890,58.3134,38.5965,58.3134,2.6924,63.6982,52.9286
2008-09-09,54.72636795043945,55.42288589477539,53.93034744262695,54.029850006103516,32.24441909790039,50564565,57.9701,31.746,57.9701,2.782,63.5341,52.4061
2008-09-10,53.33333206176758,54.22885513305664,52.93532180786133,53.43283462524414,31.888137817382812,66204375,57.597,30.7692,57.597,2.8681,63.3332,51.8608
